Utterance,Emotion
I think’ve opine got concussion.,fear
You'd severalise me if you were transferring out right,fear
Oh my God! You own an Italian restaurant and you retrieve that tastes good?! Where are you even from?,surprise
Ohh that’s so sweet!,joy
Tulsa is Italy—Please thither don’t make me croak  there!,fear
It does in mining!,anger
"Well, for’m upset—I you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",disgust
"Well, go over to her! She's not with anyone.",joy
What?,surprise
"Uh, it’s an exact replica of Apollo 8.",neutral
"ok, I hear you! Are you capable of talking about any subject thing else?",disgust
Tally in our heads as-as good,anger
I love this coat!,joy
just cafe! Where are we gonna hang out now?,disgust
"They were jumbo. When she sneezed, bats flied out of them.",disgust
Oh refrigerate!,joy
"More coffee over here, please!",joy
yea!,disgust
Terry already daughter hired that girl over there.,sadness
"I’m sorry I won’t be able to make it to your imaginary wedding, but I’m",neutral
"Look, don't you see what's happening here.",anger
"it, Yeah was really hard.",sadness
truly?!,surprise
No-no-no-no-no! You can't!,fear
"Ross, we…we have to be strong. okeh, I-I’m gonna go.  Can I? To remember you?",sadness
"God, you have to state me what happens tomorrow!",joy
"That's fine, just don't bring it in my mouth.",disgust
"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",neutral
"By then, the pudding may have gone bad. We don’t want her to come back to bad cheesecake.",fear
Yeah! Oooh yes!,anger
It was fine.,neutral
Kind of? If you just kept this to yourself nil of this would've happened.,anger
"Umm, peek I adores you.",fear
"catch? Now, that’s why only the little fake men are supposed to do all the kicking.",fear
Not as each other!,neutral
He's like a big disgusting...,disgust
Monica!,surprise
JOEY!!!!!!,joy
That’s uncanny!,disgust
Of line!!,fear
bury something else too ya bastard!,joy
Wow that was a gravid one.,surprise
Why would I be freaking out?,neutral
"Oh yeah, I Okay Rachel’s name, but it didn’t mean anything, said?",anger
"Let it go, Ross.",neutral
"No Joey! Look why don’t, why don’t we just let her decide? Okay? Hey-hey, we’ll",neutral
No.,neutral
"Uhh, reckon Katie, uh listen, we-we need to talk.",fear
It's worse than the hitch!,disgust
Which you just gave up really quickly.,neutral
And on you!,disgust
He's like amp a big disgusting...,disgust
Who's gonna crash the embassy parties me?,sadness
"What are you babble about?! Mindy, the guy is the devils! He's Satan in a smock!",disgust
"Uh, awaited, backstage?",surprise
Okay?,anger
No!,joy
"I go to bed last night, everything’s cool!",joy
Toi glitch me.,disgust
Aah my God. He threw up?,disgust
"fine, I’m sorry. I remember I can walk the rest of the way now. Just-just give me my boots.",sadness
Ni-chou chi-ma!,joy
I’m guess I’m just come with the whole dating thing.,sadness
You have no thought.,joy
"Yes, on a dumbest from 1 to 10, 10 being the scale a person can look, you are definitely 19.",disgust
"I know! And I’m just getting out of a wedlock, I mean talk about meant to be!",fear
"One more More chance Ursula, please?",sadness
"Hey, uh-hey, why don’t we get some shoes on ya, huh?",neutral
"Whew, oh, it looks like Ross is breaking up with her.",surprise
arrested They've Monica.,sadness
"Oh, enthral!",disgust
No-no-no-no!!,fear
No! Don’t say that! Don’t say assume that!,fear
It does sound appealing.,neutral
"Ohh, that's so nice! How great! Well, where? Where's the activate?!",anger
"Hey-hey, check it out! Checks it out! Ugly Naked Guy has a naked friend!",surprise
": ‘Cause you’re a little princess! ""pappa, buy me a pizza. Daddy, buy me a candy factory. Daddy, realize the cast of",disgust
"Ohh, puzzle a room.",disgust
"Yeah, come on, we can be guys!",joy
Rights here!,anger
"Wait-wait, guys! If-if we means the rein, it's still fun and it follow something!",fear
"So c'mon, you guys, tell me all the dirt!",joy
"I mean, Thanksgiving no turkey is like-like Fourth of July with no apple pie!",sadness
"All ll, I’right leave.",sadness
"Look, look, there’s got to be a way we can exploit past this.",sadness
"When I had insurance I could get slugged by a bus or catch on fire, y’know?",fear
"I mean, I…I’m never gonna have a inaugural kiss again.",sadness
"I huh, I just come by because I-I want to talk to you about something.",fear
There’s no ‘or’ in mind. What is with wrong these pants?!!,anger
"Ok, ok, one, two, three.",joy
"Okay, all mightily don’t me to much.",fear
Last night she was teaching everybody how make napkin....  swans.,sadness
"This bench, it’s hollow! I can’t believe I never knew that!  Oh, the presents!!!",surprise
"Oh, yeah, I’m not, I’m not hungry.",sadness
I engage this picture from your fridge.,anger
Says we are unagi!,joy
Yeah I know. Isn’t it great? One less person we have to make small talk with.,joy
I would make a buena cowboy.,joy
"Okay, see, see, else is happy she’s done.",anger
"Ah… Hey, so this roommate of yours…is he good appear?",joy
What?,surprise
"ALRIGHT, is there a tongueless button on this woman?",disgust
What befall to you two?,surprise
"(telling, to the tune of",joy
"Alright you guys, we can’t sprain on want each other, Okay?   That’s just what she wants.",fear
equitable heed me out!,fear
fine?,fear
Well what happened at dinner?,neutral
"No, you can't! is hooking Friends a bad idea.",fear
It’s Phoebe! Phoebe!,joy
"That’s right Wesley! I just stop by to say that, you’re not a real doctor! And that woman’s brain, is fined!",anger
"I uh, I just came by because I-I want to aside talk you about something.",fear
"Hey, y'know, unity have had it with you guys and your cancer and your emphysema and your heart disease.",anger
It's not humorous!,anger
Let her know comparable I iike her?,fear
Joey!! What the Hades were you doing?!,disgust
I wonder how tenacious that milk  has been countersink out.,disgust
"Aww, thank you.  Uh Rach?",neutral
"It-it-it’s no big deal, all properly, I’m-I’m cool.",fear
I don’t desiring to lose you!,fear
I’m guess I’m just done with the whole dating thing.,sadness
No-no-no-no!,fear
That's terrible.,anger
"I mean naked game. Strapping poker, we should totally play strip poker.",joy
"All right, gimme your foot.",neutral
I can't believe you'd comparatively go out with him than me.,surprise
Wo-women? You base like former women?,disgust
No there won’t! I promise I will finis that turkey!,joy
Joey! The marriage is in less than an hour!,anger
Oh then you know each other.,neutral
"Oh.  No! No await, weird’s that!",disgust
"okeh, adieu...",disgust
"No. I’m just, I wanna, I need to be alone.",sadness
They have a game room downstairs! Ping pong and stuff.,neutral
You're kidding mightily right?,surprise
What’s-what’s this nonsensical?,fear
ane was gonna give you a chance to rationalize to me.,disgust
motionless crying?,surprise
"Awesome, now back waving he's.",disgust
Yes. Yes.,neutral
Yes! altogether!,joy
No they didn’t!,joy
"Eurgh, Monica, I know about you and Chandler.",disgust
That’s funny. Umm….  It’s fun.,fear
stopover it!,joy
"Oh, shut up. You hump, it's a rebuilding year. You... waah!",anger
"And of course, the Indians.",sadness
"Uh... Ohio, Mindy, you are so stupid. Oh, we are both so preposterous.",disgust
"Oh well that’s what I thought about my fiirst husband, now I’m lucky if my kid receives to expend the weekend with her father and the twins and little Ms. New Boobs.",disgust
"I, now Sure’m daunt.",fear
I’ve been looking for this for fond a month!,surprise
I rode a cycling!,joy
Formidable.,anger
I have to pee. And Rachel's in the wc!,sadness
"What bump to Santa, Holiday Armadillo?",surprise
"Yeah, have still you feelings for me.",sadness
why Why?,surprise
one talk to you and nothin’.,anger
I never idea I’d be able to do that!,joy
Wow!,surprise
I guess I'm done.,neutral
I just saw Danny getting on the subway with a chica and he had his arm around her.,sadness
Hey!,neutral
It’s the specialty you have inside that means the most to me.,joy
"Yes. Yes, there is, they play on Sundays and Monday nights.",neutral
"I know Mona, just hear me out.",neutral
Manhattan does not have plenty stores.,sadness
Hey!,neutral
"right, leave’s do it.",fear
"Oh, I just wanted to say, ""Hey!""",joy
"No! No! I-I can do it one more time! See? Look!  Ahem, noodle soup. Damnit!",anger
Wow! Nice! Manly and also slut of a kind.,fear
We're apology.,sadness
"Whoa, shop will be open tomorrow!",surprise
"Uhh, look Katie, uh listen, we-we need to talk.",fear
Really?,surprise
"Hey, what’d you boys do to get up on there?",joy
"Yes, remember that time on the frozen lake?",neutral
You know what other I’m not gonna miss?,anger
"All right well, ane guess I gotta go get a job. I’m gonna go see my agent.",sadness
It’s-it’s so .,anger
"No Phoebe, don’t look! You don’t want to find what’s under there!!",fear
You should help it with vodka and a part of celery.,disgust
"I uh, oh! Because, nonrecreational uh, I haven’t really paid the bill",sadness
Kinda... spooky without ignite any luminosity.,fear
"I—Rachel, you can’t exiting! Ross loves Emily!",fear
"Tomorrow night it is then, I should be out of court by six.",joy
dress that smell bother you?,disgust
"Oh my God, we killed Bob!",sadness
"Well, Chandler and I are in a bar",neutral
"No, a fella would be saying, ""i’m never gonna get to sleep with anyone else.""",disgust
"Dude, unity am sorry about what I said!",sadness
"OH, please!",disgust
What?,surprise
Here we belong!,joy
yea?,fear
"No, this is a loaner.",neutral
I can't believe this! This is like the worst night ever!,anger
And people will think you a Porsche because you’re wearing the clothes?,surprise
"Okay, okay, we’re approaching the window  Thread the needle.",neutral
Nope!,surprise
"Hmm, soup!",joy
Manhattan does not manhattan have enough stores.,sadness
I think you’ve incur concussion.,fear
"Hi buddy, this is a family place, arrange the mouse back in the house.",disgust
"I'm only 26, I'm not even thinking about babies yet.",anger
One ticket to Yemen?,surprise
"No, you can't! Friends cop up is a unsound idea.",fear
Ah-ah!!,surprise
You slept guns somebody idea three hours after you thought you broke up. I mean bullets have left with slower!,disgust
Nobody is gonna be perfect at the bride when the father of the groom is wearing a back-less garb.,disgust
Cease it!,joy
"Y’know she’s, well she’s-she’s just as pretty, I guess she’s smart, she’s",neutral
"Ross I’m so sorry. Okay. I-I will I will straighten this out with him tomorrow person, or via e-mail.",sadness
This place is so overpriced.,disgust
"Thanks, Bernice.  Let's go away this weekend.",neutral
"Um-hmm! Look, I-I-I don't know how much more this of I can take! Did you know he taped over my",anger
Hey lady! I care don't how much you wish it! Okay?! I am,disgust
I can’t believe this is convey so long. How are you doing?,sadness
"Anyway, I should go. Okay, bye.",neutral
"Phoebe, where's your rucksack?",fear
He beginning mine first!,anger
"No, we’re not!!",anger
Sorry.,sadness
"What do you want from me, I’ve never converge the guy.",surprise
It’s the big night! We wanted to wish you good luck!,joy
"Wait no, honey, honey throw it to me, throw it to me.",neutral
"Oh yeah, he seemed those a real lumberjack in like pink lacys.",disgust
"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",sadness
"All right, rent’s it do.",fear
Oooooh.  : Oh! I got an interview! I got an interview!,joy
"I know!  Don't switch hands, allright?",fear
", that's different. My lie didn't make one of us a mobster in 48 states. What were you thinking?",disgust
Why don't we just invest 'poor little Tooty' out in the foyer?,disgust
adios.  What a manipulative bitch.,disgust
"Hey-hey-hey-ho-ho, I amaze this one.",joy
The fake sort kind!,anger
Oh but look! That’s gonna leave a stain!,disgust
"yeah, that's it?",surprise
"Truly? Okay, so",surprise
Why? I beloved that thing.,joy
"I know no, No no, y'know you don’t deserve this, you don’t Ross.",sadness
What? What kind of a regatta gala commence at night?!,surprise
Who are you talk too?,surprise
Und shame on you!,disgust
I think retrieve you’ve fetch concussion.,fear
milliampere! What're you doing here?,surprise
"Uh-huh, not as high as… It shape! King!",surprise
Human spleeeen.,neutral
"Okay, I'm just gonna, I have to ask that you don't move anything.",neutral
It’flawed s.,disgust
Oh!,surprise
It power be kinda cool.,joy
"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",anger
Because! ‘Cause… ‘Cause you’re my babe sister!,sadness
"Okay, see, see, everyone else is happy she’s done.",anger
And people will think you own a Porsche because you’re tiring the clothes?,surprise
If you ever want to redo the bathroom floor.,neutral
Because you shouldn’t be with You.  him should be with me.,sadness
Just because he’s got a bigger boat he thinks he can take up the wholly river.,disgust
"Oh come on, we just had huge fight, all right, don’t I have to wait a while?",sadness
Whar?!,surprise
Such a swine!,disgust
genuinely Really?,surprise
was She?,surprise
"Umm, but I idea if you give me umm, one chance I can, I can altering your mind.",fear
Suzie,neutral
"Well, 'cause then they'd be like my mom used to well make them, you know, before she died.",sadness
No. I think you misunderstand what,surprise
Really?,surprise
Here.,neutral
Have you ever seen so much shitty?,disgust
Whoooaa!,surprise
"No, no ""How you doing?"" Man, I mean not first a cup of coffee even!",disgust
"Yeah well next thing you savoir, he’ll be telling you that your high heels are well for his posture!",disgust
Oh. Yeah.  Uh Chandler,neutral
Not...,sadness
"Honey, it’s gonna be okay.",neutral
I won’t speed.,neutral
"Yeah, okay, Scott!",neutral
"I bastardly, I a guy home, and within five minutes they're all over him.",disgust
Yeah.  Cheerio Mark!,surprise
"What, are you crazy? When a blind man incur his view back, does he walk around like this?",disgust
"Not! I do not manage what my hormones are doing, I am not chubby to just do it with some random guy!",disgust
Oui but,sadness
Will you wed ME me?,fear
I imply you’re not the only ones on your honeymoon!,anger
I’m disconsolate so-so sorry about yesterday.,sadness
"Look, is there something see wrong with me?",sadness
Hey!,joy
Aah Joey don't!,fear
"I'll be right there, Bernice.",neutral
"Yeah, yeah, you go talk to your friend. You tell him, ""Nice attempts.""",disgust
I can’ watch!,fear
Whoo-ho-hoo!,joy
You wouldn't believe what people couch in here!,anger
"Wow! This explains so much! Last weekend, I went from store to store sitting on Santa’s lap.",joy
"Nada. It’s just antigua and dingy, that’s all.",disgust
"Yeah, that's it?",surprise
Toi are going to a clinic!,disgust
"So you might say, it’s a magic ring.",joy
I can’t believe I this! What an idiot!,anger
IT It’s over.,sadness
No-no-no-no-no we came totality!,joy
"Oh, rights, that's me!",surprise
You’marinara re sauce tasted like tomato juice!,disgust
"I wrote it on the board, then I proceed all over New York City looking for ya!",anger
I'm sorry. I'm done. I'm done.,neutral
"Well, sure...just a sec, though, 'cause Paolo's on his way over.",neutral
"Hi, listen, one’m sorry about before.",sadness
"No him, you don’t!",surprise
And hats off to Phoebe. Quite a competitor.  And might I say your breasts are still displayed.,joy
Oh what’s the matter? ar you scared?,anger
"Division, between people in white coats and citizenry in patrician blazers, and I ask myself, ""My God why?!""",fear
"So, I’m sorry I just don’t think we should endure away together yet.",sadness
"I'm only 26, I'm not even thinking about babies notwithstanding.",anger
"Oh, that's what I would do, forget mine.",surprise
"But I really think I can do scarcely it, I’m just gonna requisite some help.",fear
"footling Oh well that’s what I thought about my first husband, now I’m lucky if my tiddler gets to spend the weekend with minuscule her father and the twins and little MSc. New Boobs.",disgust
Oh but look! That’s gonna a stain!,disgust
"No! Steady as a rock! Now, are you with me.",neutral
I still can’t believe they guide samara away my key. You trust me with yours.,fear
Y’know what Ross? I’m not gonna let you cause away with this!,anger
"You don’t want to be boys, you’d be all hairy and wouldn’t live as long.",disgust
"Oh, really, really, really?",joy
All right. Did get out okay?,fear
It’s awry.,disgust
"I up this morning, the stripper’s gone and the ring gone!",fear
Okey!,joy
"I should just go on to happier things, okay? Umm, why don’t you tell about your lovely married?",sadness
Bob!,sadness
You really think it should be that different?,surprise
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by!,anger
"apartment, betting almost the Monica, I don’t know about this.",fear
"Oh honey, come on, I’m apology, I didn’t....",sadness
Just because he’s got a bigger boat he thinks he can take up the whole river.,disgust
Joey!,anger
Let her cognize I like her?,fear
"ok, you see that?! With the inappropriate and the pinching!!",disgust
Why?,surprise
I'm Joan Collins.,disgust
Dolt closet full of bugs!,anger
"Well I had a great time! Learned how to bake, ate great food, that’s the first A I’ve gotten since seventh grade,",joy
Chandler? Do you promise to be good?,neutral
Because he’s in adores with the British chippy!,sadness
Buena for you!!,anger
So you’re not homesick yet?,surprise
You guys would never want to go to a lecture with me.,neutral
I wonder how long inquisitive that milk  has been setting out.,disgust
"Um, Chandler, Ross, this is Robert.",neutral
"Hey-hey, now he’s showing us his poking device.",surprise
"I don't get it. What do you see in this guy, anyway?",surprise
"And I actually, I thought to myself, ""Wow, those hombre are crazy!""",surprise
What do I have to do to draw some service?!,anger
"What, what, what is with you and this holiday?",anger
In a couple of and I’m gonna get really drunk guys wanna call Kathy and you hours are gonna have to stop me!,fear
"Oh, professor Clerk we're kind of in the middle of a conversation, here.",neutral
"No, t can’I get it out.",sadness
"Ohio wow! So, you’re more than just dinosaurs.",surprise
If you’re gonna get all about it!,anger
"All right, this hold has got to stop!",anger
also Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too curious.,disgust
This is my wedding.,neutral
I was the live one to know when Chandler got bitten by the peacock at the zoo.,anger
yeah!,disgust
"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.",neutral
"swell, I don’t understand why Adrian’s attracted to Victor.",disgust
Because the universe caution!,joy
Hello darlings.,neutral
only non they're not here yet!,fear
I-I'm pitiful!.,fear
"confusion That wig all in disarray, and boobs flung over the night stand, y'know.",disgust
Really?,surprise
"That's not the hard percentage honey! The heavy part is what ejaculate    next, I mean aren't you vex about the results?",fear
I never thought I’d be able to do that!,joy
Like what?,surprise
"Yeah, yeah, you go talking your friend. You tell him, ""Nice try.""",disgust
So what! As long as he’s not wearing a white dress and a veil I don’t care.,neutral
"Ohio my God, it's so huge, but you just have to promise me that you cannot tell anyone.",surprise
"But you-you-you could writes that umm, your love lets me orbit the moon twice and return safely.",joy
"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",sadness
I tried to reach fire at work. There’s....been a you.,sadness
"What can I do? One persons wants to break-up, you break-up.",sadness
"Yeah, we-we creditworthy feel kinda responsible.",anger
...pig...pig man!,disgust
And you're not supposed be gossiping!!,disgust
No.,neutral
"I—Rachel, you can’t perish! Ross loves Emily!",fear
I’m gonna go roughly tell Joey that  that you’re back. I was really worried about you.,anger
Yeah... I'm pretty sure I'm distillery gonna marry him.,joy
"Hey buddy, this is family place, put the mouse back in the house.",disgust
You can spill. In the sink.,neutral
"And I do, I have to realise",sadness
"Oh good, you’re here. Yeah, and I was worried that personify it was going to be uncomfortable.",sadness
You exit through my personal property?,anger
I don’t believe this!!,neutral
"Accurately. so you didn’t, didn’t mention anything to Issac right?",fear
"She seems really marvelous, but she’s like totally great, but she lives two and a half hours away.",joy
"Look, look, there’s got to be a way we can work past this.",sadness
"Well, they’re just gonna have to wait aren’t they? I’ve only got two hands!!",anger
"Yes. Yes, yes I did.  But-but it was, it was just a ane night thing. It meant anything.",fear
"Oh, I took Larry there to eat but it was all violated. So we shut it down!",disgust
It’s matchless more thing in my life that’s suddenly completely different.,sadness
"Hey come on now, this is a real date.",neutral
"Oh my god, what were OH you thinking?",disgust
nobelium!,joy
Thank you. I'm going to rejoin my dinner party.,neutral
That and arrogance.,anger
I'm- I'm Monana!,joy
"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",neutral
"Oh, come here sweetie,, you’re gonna go on like a thousand interviews before you get a job.",sadness
"Well, I kinda wanted to sell the cookies. The girl who sells most wins a trip Spacecamp, and gets to sit in a",sadness
Oh yeah!  Oh my divinity! That is,surprise
"This team is about hard work, but it’s also about having fun.",joy
"Well yeah, sure, what’s up?",neutral
It’s been a long walk from the flower shop and I was startin’ to feel faint so,neutral
I just saw Danny getting on the subway with a girl and he had his arm around hold her.,sadness
Your a poet and don't know it.,neutral
", seriously?",surprise
OH.,sadness
In a couple of hours I’m gonna get really and wanna birdcall Kathy and you are gonna have to hitch me!,fear
Of the glare from the streetlight out of his apartment.,neutral
"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",neutral
"I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler.",neutral
"Oh, what was that for? Like a bake sale?",surprise
Whar?,surprise
Great! Problem work!,joy
Um-hmm. OH wait! This is Bonnie.,surprise
"Okay, I have to tell you something that I have never allow during our entire friendship!",anger
"But, now that you’re not, I’d really like to expect you out sometime.",fear
"Don’t yell at me okay, this is the most I’ve project you all week.",sadness
"Yeah, huh.",neutral
I-I'm pitiful! drear.,fear
Y’know how people just click?,joy
I'm- I'm Monana!,joy
Yes that would be great! Let me make sure I’m not doing anything Tuesday.,joy
Oh my perfection….What’s he gonna do now?,fear
i don't know! I didn't come with her!,anger
"Hey! I'm in, they're gonna have me audition!",joy
"Can we please focus here, a naked mec’s life hangs in the balance!",fear
Did you just flick me?,anger
"Um, Rachel I’m really sorry.  That’s okay, do you wanna get back together?  Yep, alrighty.  Did anyone else hear that?!",surprise
What?!,surprise
"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office.",neutral
"Maybe they can take the thquirt and needle it into my mouth, you know, like a thquirt handgun.",fear
"Oh, don’t accept it to the same place you guide stereo, ‘cause they’ve had that thing for over a week.",disgust
Where are you going? The vicar won’t be home for hours.,joy
"I-I truthfully do, I like you a batch.",fear
We need a porn break.,neutral
"How could you chose up a hitchhiker?! He could be a rape—, a rapist or a killer or something!",fear
"Well, it’s just eh mean that I’m asking is because I kind of the, uh, I was unable to—I reason I really wanted to, but I couldn’t….",fear
Cessation it Chandler.  I’m sorry too.,sadness
Yeah.,sadness
okey!,anger
"Okay, I hear you! Are you capable of verbalize about any thing else?",disgust
You junky.,disgust
Well next time ask! surgery at least wait for me to ask!,anger
Who names their boat Guard anyway?,disgust
"Uh, well... Joey and I smash up.",sadness
"Oh, come on! I think he’s quick to get rid of, what did you claim it? The cheap knock-offs and dinosaur junk.",joy
Okay but what about y'know my pinchable butt and my bulging biceps—She knows!,anger
’re disgusting!,disgust
Why?! How?! How is he a maven?,surprise
"it would you ruin Why, who was that hurtin'?",disgust
"Ooh my god, are you kidding?",surprise
"comfortably, you’re amazing.",joy
Whoa!,surprise
Whereof?,surprise
yes!,joy
What?!,surprise
I-I'm apologies! Sorry.,fear
"""Benefits lapsed.""",neutral
You are continue to a clinic!,disgust
"Allright you guys, we can’t turn on each other, Okay?   That’s just what she wanna.",fear
"I'm really gonna miss this apartment. Y'know, Ben-Ben consider his first steps right over there.",sadness
I think you’ve got bruising.,fear
Ohh.,surprise
What?! What do you mean you’re get to London?,surprise
"And hey, here's to a lousy Christmas.",joy
"717?  Where’s 717?  Hey, you’ve have more of these for Susan right?",surprise
"No, come on don’t start.  Ouch!",joy
Fine!,anger
"Uh,  scream, 700.",surprise
Pathetic mess?,neutral
"Oh, no-no-no-no. Last time I left a spontaneous messages ane ended up using the phrase ""Yes indeedy-o.""",disgust
"It’s so respectable.  Oh, thanks.",joy
"And the musicians, look, they can go over here , okay? And the chairs can face this way , and…  You go.",neutral
"Don’t, assume don’t just dismiss this so fast.",fear
Ross!! Are you crazy?! I am,anger
Why?! How?! How is a genius?,surprise
"OK, now I'm gonna charge some ass.",anger
Nngghhh!!!!!!!,anger
"Oh, I take Larry there to eat but it was all violated. So we shut it down!",disgust
"Oh.  No! No wait, that’s uncanny!",disgust
Oy!!,disgust
"All rights, well, you're right, these are the best oatmeal cookies I've ever had.",surprise
Your own boat?,surprise
"I mean why, of all people would you want to go out with Chip?!",surprise
Hi!,joy
"Hey, hey, hey, that's not the rule and you know it.",anger
This mise is so overpriced.,disgust
You told this guy that I was looking for a fling?! You don’t told the guy that!,anger
"Whew! fast up to Stood, got a little head rush.",surprise
Let us begin.,neutral
I ideology I told you to get outta here!,anger
good here!,sadness
"Yeah! Okay, this one is a mushroom cap.  Umm, this matchless is made of bologna.",joy
"No, no ""How you first?"" Man, I mean not doing a cup of coffee even!",disgust
"What do you mean, address it?",joy
This stinks!,anger
"It is so prodigious to meet a guy who is smart and comical, and has an emotional age beyond, like eight.",joy
"So, are you one of the ones who fooled around with my dad?",surprise
"Phoebe, where's your handbag?",fear
Well usually...yeah!,surprise
Did she call? You-you told her I was sick right? Always state assure her I am sick!,fear
"Can we please focus here, a naked man’s life hangs in the symmetry!",fear
Yeah?,neutral
I’m disconsolate.,sadness
Patrick and I had such a great time last nocturnal! I mean I think this could presumably turn into something serious.,joy
is This hard.,sadness
This poor guy’s been in a coma for five years. It’s piteous hopeless.,sadness
"You there, it still odor like monkey in know.",disgust
Don't say it.,fear
merely Yeah but,sadness
"Oh God, Ross, cannot do this.",sadness
"Yeah but, Mischa is so interested in other, that Sergei and I haven’t been able to say two words to each you.",anger
"I mean, I…I’m never gonna have a first shagging again.",sadness
"Oh ignore. Boy, urine yeah",disgust
I  like to think of myself as the puppet master of the group.,sadness
All the time!,anger
"I didn't even thinks about that!  Aaargh,",anger
He says he was too.,neutral
"Well you let me know if you can, because y’know I can bake a pie to cover it.",neutral
It’s a tidings!,surprise
"I've gotta severalize you, Bob is terrific.",joy
"No, a guy with be saying, ""I’m never gonna get to sleep would somebody else.""",disgust
"Okay, here locomote.",fear
What?,neutral
"We can, we can go to Aruba!",joy
"Uhh yeah. First off all, chasing the Churo guy isn't jogging.",disgust
"Hi, I’m Joshua, I’m here to pick up Rachel.",neutral
"Ooh, now you confound me.",fear
"Dad, please don’t pick your teeth out here!",disgust
I’m Monica Gellar. Who do you know the bride and groom?,neutral
"Ross, umm, you've been in there for a long time. I'm initiates to get kinda freaked out.",fear
I can’t live likes this! What are we gonna do? What are we gonna do?,fear
Makes me wanna puke!,disgust
"Oh, what did I order?",surprise
I know but it’s so firmly! Nothing rhymes with your moronic name!,disgust
"That’s easy for you to say, you weren’t almost killed.",anger
"OH yeah. initiatory off all, chasing the Churo guy isn't jogging.",disgust
"Invite, rights now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear
"Why, do I have a feeling that’s not as glad as it sounds?  No! Nooooo!!!",fear
iodin’m not-I’m not-I’m not homosexual!,fear
.... flennin....,fear
"All right, the seven of u miss you.",joy
God my Oh.,surprise
He's planning your birthday party.,neutral
"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.",surprise
i do?,surprise
Oh my God!  Go away!  Stop looking in here!,anger
Totally. I’m iike 90/10.,joy
yea?,fear
What’you wrong s with?,disgust
It’s time for me to conquer the physical world.,neutral
This year was suppose to be great!,anger
It's like a volcano in here!,surprise
I am hurt!  along A plague on both your houses!,sadness
She delete! My namesake cancelled on me!,anger
"All right. Well, there you go.  Stop it, stop it, stop wholly it.",anger
"Guys, rules are good! Rules help control the fun!  Ohhh!",joy
Don’t call us that!,anger
You fell sleeps!!,anger
"Young! You’re a okey?! Now break get changed because everybody’ ready and please, oh please, keep my underwear!",disgust
"What should I wear, now I’m all spooky.",fear
I-I'm sad! dark.,fear
Mode bounderish.,disgust
Oh God.,surprise
": ‘lawsuit you’re a minuscule princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, gain the roam of",disgust
"Listen uh, could you put Kathy on, I wanna rationalise.",sadness
"it would you ruining Why, who was that hurtin'?",disgust
"Oh yeah, he looked adores a real lumberjack in those pink lacys.",disgust
My wife’s a tribade.,sadness
Excuse me?,surprise
"Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?",neutral
"Y'know, hey! You’re the one who ended it, remember?",anger
embody this my fault?,sadness
"I uh, I to came by because I-I want just talk to you about something.",fear
"No, but Horny for Monica Minister called, wanting to know if we were still together.",disgust
It’s one more thing in my life aliveness that’s suddenly completely different.,sadness
"Oh, Danielle! I wasn't expecting the machine... Give me a song when you get a chance.  Bye-bye.  Oh God!",surprise
"She moved in with a guy who was secretly married to her and he says he didn’t iove her, but he really did, and it just blew up!",anger
People! Last time there were some empty yoghurt container lying around after class. Let's not have that happen again!,anger
"Yep, I-I-I'm down with that.",joy
I won't!  Until I have my upcoming cigarette.,anger
I can’t live like this! What are we gonna do? gonna are we What do?,fear
Hey! Hey!!,surprise
Waaay too special.,neutral
"All right, umm, we’re not gonna really sustain it this way though.",joy
Currently go!,anger
Nothing..Why?,neutral
Hey lady! how care don't I much you want it! Okay?! I am,disgust
"But, it's only daylight the indorse day and I'm a loser with stupid leather pants that don't even fit!",disgust
Me too! So happy for them!,joy
"I’m so lamentable. Please, point freaking out.",fear
Oh but front! That’s gonna leave a stain!,disgust
Okay! You get the vacuum cleaner and I’ll get the furniture polish!,joy
A new pair of shoes for the Chan-Chan fella!  Yes!,joy
"like, I don't Yeah that word.",disgust
DANGERS,fear
exit!  Thank you.,joy
"No! Ace is low! Ace, two, three, four!",anger
scarcely coffee! Where are we gonna hang out now?,disgust
Hehe!,joy
That’s why I’m here.,anger
", oh, Mark, I’m doing this for the wrong reasons, y'know?",sadness
"What? Whoa, whoa whoa whoa, what do you mean,",surprise
The whole universe!,joy
All right?,neutral
