Utterance,Emotion
"Look I never should have kissed your girlfriend, suffer but I’m",fear
do my God….What’s he gonna Oh now?,fear
Was yell my work? Were they mad? Was it Jack? Did he it?!,fear
Tulsa is Italy—expire Please don’t make me go  there!,fear
"Mom, c'mon, stop worrisome.",fear
only hear me out!,fear
Kinda... spooky any lights.,fear
You-you-you-you  threw my sandwich by away!,fear
if...,fear
Yes that was yes mine.,fear
"Why, do ace have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",fear
"Phoebe, where's fivesome your purse?",fear
"Yep, I gotta go.",fear
"Why, do I have a feeling that’s not as happy it sounds?  No! Nooooo!!!",fear
"Look I never should have kissed your amie, but I’m",fear
No-no-no-no!!,fear
They-they-they can smelling fear.,fear
I-I'm sorry!.,fear
"Well, y'know, possibly.  You didn’t him that, though? Right?",fear
beloved I swear! I wasn’t looking at her!,fear
"Ross, umm, you've been in there for a long time. I'm starting to get kinda affraid out.",fear
"All right, I promise. I’ll fix this. I rely. I’ll-I’ll-I’ll-I’ll talk to her.",fear
"should, okay, okay Okay I be scared?",fear
"I’m so sorry. Please, check freaking out.",fear
brave am I!,fear
"You know you probably didn't know this, but back in along high school, I had a, um, major crush on you.",fear
Listen I uh…  It’s a scary world there especially if you’re a single mom.,fear
You’re welcomed.  I’m sorry. Did I hurt you?,fear
"He’s got something plastic lodged in his throat, we’ve got to fling to the hospital.",fear
"I—Rachel, you can’t fit! Ross loves Emily!",fear
"Okay, all right don’t judge me to lots much.",fear
"And I will cook anything you want in here , and do inwards anything in there!",fear
"That's not the hard character honey! The hard part is what comes    next, I entail aren't you worried about the results?",fear
But they're not here withal!,fear
risk,fear
"Oh it’s Bing, sir. ane’m sorry , I was just ah...",fear
I still can’t believe they took away my forth key. You trust me with yours.,fear
But we should move flying.,fear
I swear! I wasn’t looking at her!,fear
That’s droll. Umm….  It’s not funny.,fear
Just hear exactly me out!,fear
I'm not fine. Here she number.,fear
I thymine don’t want to lose you!,fear
Oh idol...,fear
"Oh please, he didn’t t it! He didn’hear hear it!!",fear
"No Phoebe, don’t look! You don’t want to escort what’s under there!!",fear
"Umm, I look like you.",fear
What’s-what’s this nonsensicality?,fear
"Hey uh, I don’t mean to be presumptuous but single have these two tickets to the ballroom terpsichore finals tomorrow night if you want to go?",fear
"Ooh, now you bewildered me.",fear
class Of course!!,fear
significant Pregnant Woman Slays Four?,fear
No-no-no-no!!,fear
I-I'm dismal! Sorry.,fear
Wait-wait where are you going? Where are you exit going?,fear
"Uh sorry, number.",fear
"one All right here he comes. I’m gonna do this, I’m gonna tell him, I’m gonna be strong.",fear
"This doesn’ mean anything, does it?",fear
"By then, the cheesecake may have back bad. We don’t want her to come gone to bad cheesecake.",fear
me hear Just out!,fear
"Sure, MiB now I’m scared.",fear
"Please, rectify now, no, every time I experience him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear
Though if...,fear
But we should simply move quick.,fear
That’s funny. Does it-does it hurt? answer the labor hurt?,fear
"I'm twelve, I'm not stupe.",fear
"Ross, umm, you've been in there axerophthol for a long time. I'm starting to get kinda freaked out.",fear
Please tell you got the message!,fear
"Du-du-I wrote it, I wrote it board the on!",fear
"No I mean—No not you, not mingy you, you—you",fear
"Please? Please?! We just don't want to deal with sanction telling everyone, okay? Just promise you won't tell.",fear
"Come on, pick up, up!",fear
"Uhh, look Katie, uh listen, we-we motivation to talk.",fear
I still can’t believe they took away my key. You trustful me with yours.,fear
"Yeah, I gotta decease.",fear
Terrified.,fear
Kinda... spooky without any illumination.,fear
I don’t to lose you!,fear
"Umm, I’ve been thinking, I’m just gonna come out and told it.",fear
"What should single wear, now I’m all nervous.",fear
"No, you can't! Friends a up is hooking bad idea.",fear
"It-it-it’s no prodigious deal, all right, I’m-I’m cool.",fear
"wellspring, I-I got this blinding pain in my stomach when I was elevate weights before, then I uh passed out and uh, haven’t been able to abide up since.",fear
"Uh, Pheebs, some people call birdcall that breaking and entering.",fear
Go! Go! Go! Go! Go! Go! Go! Go! Go! Go!,fear
"Oh no-no, single can’t do that.",fear
", look I like you.",fear
"I’m sorry. Please, stop freaking out.",fear
"It-it-it’s no big m, all right, I’m-I’deal cool.",fear
"No. Umm, okay. it while you dial, let me show you the features of my new ringing handbag.  Oh, But does work!",fear
What unity am I gonna do?!,fear
"You her tell Jack, I can’t do it.",fear
"Ross, umm, you've been in there for a long time. I'm starting to get freaked out.",fear
"sorry, oh, oh, Oh.",fear
"Come on, pick up, pick derive up!",fear
"Please? Please?! We just don't want to peck with telling everyone, okay? Just promise you won't tell.",fear
"Oh, no no no no. Oh no no no no. I have to do this to nobelium her?",fear
if But...,fear
"I know!  Don't manpower switch hands, okay?",fear
I can’t ticker!,fear
"Listen Ross, we scat out of gas, and we don’t know where we are, so we can’t baffle a tow truck.",fear
flennin.... F-hah....,fear
I-I keep hearing all these rumors that I fired get might.,fear
"I wake up this morning, the stripper’s gone and the ring is call gone!",fear
What’s-what’nonsense this s?,fear
Listen I uh…  It’s a scary world out there peculiarly if you’re a single mom.,fear
"No Phoebe, don’t look! You don’t tone want to see what’s under there!!",fear
Tulsa is Italy—Please don’t make me perish  there!,fear
"It-it-it’s no prominent deal, all right, I’m-I’m cool.",fear
"I know! And I’m just getting out of a marriage, I mean talk meant to be!",fear
"No thanks, I have a undecomposed one too. I just, I, I can’t see him.",fear
"Hey uh, I don’t mean to be presumptuous I have these two tickets to the ballroom dancing finals tomorrow night you want to go?",fear
No-no-no! We gotta go! Come on!  Here we croak.,fear
Uh-oh.,fear
"Ahh now daddy, stay calm. Please.",fear
"quintet, where's your purse?",fear
"Oh now, stay calm. Please.",fear
"I got to act with a robot Pheebs, and-and I don’t know anything about technology!",fear
"No-no,, don’t get it! He can’t see us!",fear
"And I will cook anything you want in here , and do anything there!",fear
Evel?,fear
I think you’ve ai concussion.,fear
"No, don’t flavor directly at them!",fear
"You gotta help me out here, you gotta lay me up, you gotta get me back in the game.",fear
"Look I never should have your kissed girlfriend, but I’m",fear
Will you marry testament me?,fear
Was it my work? they mad? Was it Jack? Did he yell?!,fear
But the audition’s in a couple hours and I don’t even understand the gritty.,fear
"I uh, I came by because I-I want to talk to you about something.",fear
"Wait-wait, guys! If-if we the rules, it's still fun and it means something!",fear
depend confident.,fear
abstruse Take a couple deep breaths.,fear
"All right here he comes. I’m going do this, I’m gonna tell him, I’m gonna be vigorous.",fear
Aren’t you frighten?,fear
Did she call? You-you told her I was sick right? Always tell her I am macabre!,fear
"I-I, I to tell you something.",fear
Don't tell it.,fear
"Oh no-no, 1 can’t do that.",fear
"I'm telling you, something's improper! My brother does not stay out all night.",fear
I retrieve you’ve got concussion.,fear
"fancy? Now, that’s why only the little fake men are supposed to do all the kicking.",fear
"each you guys, we can’t turn on Alright other, Okay?   That’s just what she wants.",fear
No-no!,fear
"He’s got something plastic lodged in his, we’ve got to go to the hospital.",fear
That a test!,fear
"Yeah, that's the same as ""it has something to do with twine"".",fear
What?,fear
Ruff! Nice! Manly and also kind of a slut.,fear
You-you-you-you  hurled my sandwich away!,fear
"See? Now, that’s why only the little false men are supposed to do all the kicking.",fear
"Oh yeah, and what would my possibility line be? 'Excuse me. Blarrglarrghh.'",fear
Wo she call? You-you told her I was sick right? Always tell her I am sick!,fear
"Oh!  Ok, um, um, ok,",fear
"Okay, they even have actors coming in to read for my part!",fear
I hope you personify can find some way to be happy for me. And I hope you'll still be my maid of honor...?,fear
"I-I, I have to recount you something.",fear
"There huh—ahem, there-there was an incident.",fear
What am come I going to do?,fear
"Please, rights now, no, every moment I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear
Woman Slays Four?,fear
"Hey uh, I don’t mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow dark if you desire to go?",fear
"Four, please.  ane’m really nervous.  Thank you.",fear
Will marry you me?,fear
but the audition’s in a couple hours and I don’t even understand the game.,fear
"Mom, c'mon, stop unnerving.",fear
"advantageously I’d be scared of them, but all right.",fear
"Oh bloke, I just can't watch. It's too scary!",fear
What am unity gonna do?!,fear
"Look, front please, please don't go anywhere, okay?",fear
know her Let I like her?,fear
"Well I’ be scared of them, but all right.",fear
"If we ruin up, and I lost you...",fear
Don't it.,fear
Don't Lashkar-e-Toiba him in! I'm supposed to be at a regatta gala.,fear
"When I had insurance I could get hit by a bus or on fire, y’know?",fear
"Well, I-I I this blinding pain in my stomach when got was lifting weights before, then I uh to out and uh, haven’t been able passed stand up since.",fear
"What should I wear, now’m all nervous.",fear
"Come on, pick up, choice up!",fear
her know I like her?,fear
"Oh!  Ok, umm, ok, um,",fear
That’s funny. Does it-does it hurt? Does the workday hurt?,fear
"Uh sorry, mistake number.",fear
", now I’m scared.",fear
"I wake up this morning, the stripper’s gone and the ring is choke!",fear
But we should move quickly.,fear
I-I keep hearing all these rumors that I might power get fired.,fear
You'd tell if you were moving out right,fear
"No, you can't! Friends hooking up is a risky idea.",fear
You’re welcome.  I’m sorry. dress I hurt you?,fear
You'd tell me if you were moving out rights,fear
"Listen Ross, we ran out preceptor of gas, and we don’t know where we are, so we can’t get a tow truck.",fear
"Well ane’d be scared of them, but all right.",fear
"I'm twelve, stunned I'm not stupid.",fear
"to, that's the same as ""it has something Yeah do with wind"".",fear
I think you’ve got concussion.,fear
Yes that was.,fear
"I’m so sorry. Please, stopped freaking out.",fear
"Listen, do you think- and try not to do my intense vulnerability become any okay of a factor here—but let you think it would be kind if I asked you out?",fear
What?,fear
I can’t exist like this! What are we gonna do? What are we gonna do?,fear
"Well, it’s just the reason that I’m asking is because single kind of eh, uh, I was unable to—I intend i really wanted to, but I couldn’t….",fear
"know I, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",fear
You’re welcome.  I’m sorry. Did I you?,fear
"Oh it’s Bing, sir. I’m sorry , I was just...",fear
She is gonna resent me.,fear
"Oh yeah, and what would my opening bloodline be? 'Excuse me. Blarrglarrghh.'",fear
of! Nice! Manly and also kind Wow a slut.,fear
No-no!,fear
"goes, here Okay.",fear
Of run!!,fear
Tulsa is Italy—Please don’t me go  there!,fear
I’m’m not-I’m not gay!,fear
I still can’t believe they took away my key. You swear me with yours.,fear
Oh my God….’s he gonna do now?,fear
Oh no. Could I get anyone a coffee or…poison?? Just for me? Okay.,fear
Don't get him in! I'm supposed to be at a regatta gala.,fear
"I uh, I just hail by because I-I want to talk to you about something.",fear
"Please, right I, no, every time now see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear
But they're not here heretofore!,fear
Did she call? You-you told her I sick right? Always tell her I am sick!,fear
"Oh it’s Bing, sir. I’m sorry , one was just ah...",fear
Not yet! Not yet! Not yet! Not yet! Not yet! Not Not! yet yet! Not yet!,fear
"unity uh, I just came by because I-I want to talk to you about something.",fear
Yes that was landmine.,fear
"Exactly. So you didn’t, didn’ mention anything to Issac right?",fear
Aren’t you mark?,fear
Honey I I! swear wasn’t looking at her!,fear
I'm not OK. Here she comes.,fear
"I know!  Don't flip-flop hands, okay?",fear
"Well I’d be terrorised of them, but all right.",fear
But the audition’s t a couple hours and I don’in even understand the game.,fear
Listen I uh…  It’s one a scary world out there especially if you’re a single mom.,fear
"derive on, pick up, pick up!",fear
"No thanks, I have good a one too. I just, I, I can’t see him.",fear
confident Look.,fear
"No thanks, 1 have a good one too. I just, I, I can’t see him.",fear
"But-but. Yes, yes I did.  Yes it was, it was just a one night thing. It meant nothing.",fear
She gonna hate me.,fear
"No,!!",fear
"Maybe they can hold the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear
"nobelium, no-n-n-n-no!!",fear
"Don’t, don’t just drop this so fast.",fear
What’s-what’s this frill?,fear
"Well, y'know, possibly.  You didn’t differentiate him that, though? Right?",fear
yes that was mine.,fear
That’s funny. sulphur Umm….  It’s not funny.,fear
"listen, do you think- and try not to let my intense vulnerability become any kind of a component here—but do you think it would be okay if I necessitate you out?",fear
No! say’t Don that! Don’t say that!,fear
Ohio Oh Joey don't!,fear
"Yeah, that's the same as ""it has something Saame to do with wind"".",fear
"All right, get’s do it.",fear
"I wake up this morning, the stripper’s gone gone the ring is and!",fear
Don't let him in! hypothetical I'm supposed to be at a regatta gala.,fear
No that could kill her.,fear
"Uh disconsolate, wrong number.",fear
"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's awesome.  Anybody seen a nipple?",fear
"Listen, do you think- and try not to letting my intense vulnerability become any genre of a factor here—but do you think it would be okay if I wondering you out?",fear
"Maybe can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear
F-hah.... flennin....,fear
I want her to retrieve I might be in a restaurant.. y'know?,fear
"No. Umm, okay. But while you dial, let me show you the features of my new ringing bag.  Oh, it does mould!",fear
I want her to think ace might be in a restaurant.. y'know?,fear
They’re not honest?,fear
"Look, please, please don't go anywhere, approve?",fear
"Look, please, please don't go, okay?",fear
". Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",fear
All right. coiffure everyone get out okay?,fear
"Yeah, I know, I cognise, I know he does.",fear
"Oh, no no no no. Ah no no no no. I have to do this to her?",fear
"And so then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",fear
"It-it-it’s no big grapple, all right, I’m-I’m cool.",fear
"Um, no.",fear
"Well I’d be scared of them, daunt but all right.",fear
"Don’t, don’t just disbelieve this so fast.",fear
I-I'm Sorry! sorry.,fear
"That's not the hard part honey! The hard part intemperately is what comes    next, I mean aren't you worried about the results?",fear
What’s-what’ this nonsense?,fear
"Dr. Farber, we've bewilder a bit of an emergency here...Jason Costalano is choking on his retainer.",fear
"Hey uh, I don’t mean to be presumptuous but I have these two tickets to the ballroom dances finals tomorrow night if you wish to go?",fear
"No, you can't! Friends hooking up is a bad thoughts.",fear
canful They-they-they can smell fear.,fear
"I-I really, I like you a lot.",fear
"Yeah, one know, I know, I know he does.",fear
"Four, please.  I’m really nervous.  you Thank.",fear
"Well, it was quite large. I-I-I-I-I had to hold most of it away.",fear
F-hah........,fear
 threw my sandwich away!,fear
Ohio Joey don't!,fear
It’s-it’s too rapidly.,fear
"No thanks, I have a good one too. I just, iodine I, I can’t see him.",fear
You'd tell me order if you were moving out right,fear
"Oh, no no no no. Oh no no no no. i have to do this to her?",fear
"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gunpoint.",fear
"Uh, no.",fear
What am gonna I do?!,fear
"Hey uh, I don’t mean to be presumptuous but ballroom have these two tickets to the I dancing finals tomorrow night if you want to go?",fear
"Umm, I’ve been thinking, I’m just come out and say it.",fear
But the audition’s in a couple hours I don’t even understand the game.,fear
Not yet! Not yet! Not yet! Not yet! Not yet! non yet! Not yet! Not yet!,fear
"Phoebe, where's purse your?",fear
Please tell me you have the message!,fear
"Allright, here goes.",fear
I-I proceed hearing all these rumors that I might get fired.,fear
"I’m sorry, I wa, I wa, I was just ah....",fear
"I know! And I’m just getting out of a matrimony, I mean talk about meant to be!",fear
"I wake this morning, the stripper’s gone and the ring is gone!",fear
panic-stricken.,fear
Listen I uh…  It’s a shuddery world out there especially if you’re a single mom.,fear
That test a was!,fear
"And I will cook anything you want in here , anything do and in there!",fear
"It-it-it’s no big deal, all right, I’’m cool.",fear
Take a deep couple breaths.,fear
"Alright you rib, we can’t turn on each other, Okay?   That’s just what she wants.",fear
"Can we please focus here, a man naked’s life hangs in the balance!",fear
"No, don’t Don look directly at them!",fear
"There incident—hmm, there-there was an huh.",fear
"It-it-it’s no big deal, all right, nobelium I’m-I’m cool.",fear
Aren’t scared you?,fear
"No, don’t look at them!",fear
Said what? exactly Exactly.,fear
God...,fear
"No mean—No not you, not you, you—you",fear
But we should go quick.,fear
I don’t wanted to lose you!,fear
But the tryout’s in a couple hours and I don’t even understand the game.,fear
"Oh now daddy, stay pa calm. Please.",fear
"Oh, Joey, I have such a!",fear
Yes mine was that.,fear
"No-no, Rachel, don’t bewilder it! He can’t see us!",fear
Pregnant Woman Slays quatern?,fear
"Oh, oh, oh, good-for-naught.",fear
Uh-oh.,fear
"I'm twelve, I'm not stupid.",fear
"Oh please, he didn’t heed it! He didn’t hear it!!",fear
"Exactly. So you didn’t, didn’t mention anything to Issac proper?",fear
"By then, the cheesecake may have gone badness. We don’t want her to come back to bad cheesecake.",fear
Honey I swear! I wasn’t researching at her!,fear
"Maybe accelerator they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear
"Four, please.  I’m really nervous.  you.",fear
Don't allege say it.,fear
"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant anything.",fear
"And I will cook algo you want in here , and do anything in there!",fear
"I’m sorry, I wa, I wa, I was just ohhh....",fear
"No, don’t see directly at them!",fear
"How could you pick up a hitchhiker?! He could be a rape—, a rapist or a killer or somethin!",fear
"no-n-n-n-no, No!!",fear
"I—Rachel, you can’t go! liothyronine Ross loves Emily!",fear
"Don’t, don’t just dismiss can this so fast.",fear
No-no. We,fear
"the, betting Monica apartment, I don’t know about this.",fear
Go! Go! Go! Go! Go! Go! Go! Go! Go!!,fear
Yeah?,fear
Oh no. Could I get anyone a coffee Just…poison? No? or for me? Okay.,fear
"Please? Please?! just don't want to deal with telling everyone, okay? Just promise you won't tell.",fear
"But only night I was up all because worried about this  meeting, ain’t that funny?",fear
"Well, I-I got this pain in my when I lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",fear
"But I really think I can do it, I’m just gonna need some helped.",fear
She is gonna represent hate me.,fear
Because I think I heard just her moving around in there.,fear
What do I going to am?,fear
They’re not reliable?,fear
"Oh now daddy, stay calmness. Please.",fear
"Well, it was quite large. I-I-I-I-I had to fuddle most of it away.",fear
"But, that you’re not, I’d really like to ask you out sometime.",fear
I did not mean to touch mean—I that,fear
"I’m so sorry. Please, stopover freaking out.",fear
It’s-it’ too soon.,fear
You’re welcome.  single’m sorry. Did I hurt you?,fear
"But only because iodin was up all night worried about this  meeting, ain’t that funny?",fear
"I'm twelve, I'm not.",fear
"But I really think I can do it, I’m just genuinely gonna need some help.",fear
"See? Now, that’s why only the little fake men are suppositional to do all the kicking.",fear
But we should quick move.,fear
Don't letting him in! I'm supposed to be at a regatta gala.,fear
Quoi am I gonna do?!,fear
You’re welcome.  I’m sorry. Did I hurt thou you?,fear
"Wait-wait, guys! If-if we follow the predominate rules, it's still fun and it means something!",fear
"I know! And I’m of getting out just a marriage, I mean talk about meant to be!",fear
yeah Yeah?,fear
"Well, y'know, possibly.  You didn’t tell him that, though? correct?",fear
"I uh, I just came by because I-I want to talk to you simply about something.",fear
But hither they're not here yet!,fear
pronounce what? Exactly.,fear
"Okay, all right me’t judge don to much.",fear
No-no-no-no!!,fear
That’s funny.….  It’s not funny.,fear
"This doesn’t beggarly mean anything, does it?",fear
"Dr. Farber, we've got a bit of an urgency here...Jason Costalano is choking on his retainer.",fear
Oh Joey!,fear
Pregnant Dame Slays Four?,fear
"Ooh, now you disoriented me.",fear
cat I don't know you guys.,fear
To course!!,fear
do you know?,fear
presently It’s-it’s too soon.,fear
Uh-oh.,fear
"How could you plectron up a hitchhiker?! He could be a rape—, a rapist or a killer or something!",fear
Nuh-uh.,fear
"Oh delight, he didn’t hear it! He didn’t hear it!!",fear
"But I have to act with a robot Pheebs, and-and I don’t know anything about technology!",fear
"them, don’t look directly at No!",fear
"Monica, betting the apartment, I don’t hump about this.",fear
"No Phoebe, don’t peek! You don’t want to see what’s under there!!",fear
Let her jazz I like her?,fear
That’not funny. Umm….  It’s s funny.,fear
"I-I really do, I corresponding you a lot.",fear
What’s-what’s this claptrap?,fear
Please told me you got the message!,fear
"I'm evidence you, something's wrong! My brother does not stay out all night.",fear
"Monica, wager the apartment, I don’t know about this.",fear
not fine. Here she comes.,fear
Will you me?,fear
Listen I uh…  It’s a scary world out there chiefly if you’re a single mom.,fear
"Oh now daddy, detain calm. Please.",fear
"Four, please.  I’m really nervous.  Thank quatern you.",fear
"Oh, Joey, unity have such a problem!",fear
What if Mary-Angela comes to the door and 1 ask for Mary-Angela?,fear
"Okay, okay, okay should unity be scared?",fear
"Du-du-I wrote it, I wrote it on board!",fear
bobsled?,fear
"Umm, smell look I like you.",fear
But here not they're yet!,fear
Yup. What-what should I do?,fear
I’m not-I’m not-I’m not homophile!,fear
I hope you can find some way to be happy for me. And I hope you'll be maid of honor...?,fear
But they're not here though!,fear
allege what? Exactly.,fear
"Well, y'know, decently possibly.  You didn’t tell him that, though? Right?",fear
"Oh it’s was, sir. I’m sorry , I Bing just ah...",fear
"And ace will cook anything you want in here , and do anything in there!",fear
"Hey uh, I don’t mean to be presumptuous final but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",fear
No Ross! Ross! Ross! My child has no begetter!,fear
Oh my divinity….What’s he gonna do now?,fear
"By then, the cheesecake may have gone bad. We don’t want her to come to bad cheesecake.",fear
I did mingy not mean to touch that—I mean,fear
"Og-ee-op, I’m not asking for me, 1’m… I mean… nobelium, I’m-I’m not gay, I’m not asking you out.",fear
No-no!,fear
"I—Rachel, you can’t run! Ross loves Emily!",fear
"why, between people in white coats and people in blue blazers, and I ask myself, ""My God Division?!""",fear
"Look, go, please don't please anywhere, okay?",fear
Ah Joey don't!,fear
"Well, it’s just the reason that I’IT m asking is because i I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t….",fear
"feel I never should have kissed your girlfriend, but I’m",fear
"I—Rachel, you can’t go! Ross adores Emily!",fear
"Well, it was quite large. I-I-I-I-I had most throw to of it away.",fear
"Uh-oh, I experience another one coming.",fear
Was it my sour? Were they mad? Was it Jack? Did he yell?!,fear
"No I imply—No not you, not you, you—you",fear
convinced Look confident.,fear
"See? Now, that’s why only the little fake men encounter are supposed to do all the kicking.",fear
"There huh—hmm, there-there was an incidental.",fear
"Ahh, oh, oh, sorry.",fear
"I’m so sorry. Please, delight stop freaking out.",fear
"No. Umm, okay. But while you dial, let me exhibitions you the features of my new ringing handbag.  Oh, it does jobs!",fear
Wait-wait where are going? Where are you going?,fear
"Exactly. So you didn’t, didn’t mention somethings to Issac right?",fear
"Alright you guys, we can’t turn on other, Okay?   That’s just what she wants.",fear
"Can we please focus here, a naked man’s hangs in the balance!",fear
nonetheless Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!,fear
Please tell me you the got message!,fear
Listen I uh…  It’s a scary mom out there especially if you’re a single world.,fear
"No. Umm, okay. But while you dial, let me show you the features of my phone new ringing handbag.  Oh, it does work!",fear
"No. Umm, okay. But while you dial, let me show you the features of new ringing handbag.  Oh, it does!",fear
Just try me out!,fear
"He’s sustain something plastic lodged in his throat, we’ve got to go to the hospital.",fear
I can’t we like this! What are live gonna do? What are we gonna do?,fear
"But I got to act with flummox a robot Pheebs, and-and I don’t know anything about technology!",fear
"Why, do I siemens have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",fear
"All right, leave’s do it.",fear
"Uhh, we-we Katie, uh listen, look need to talk.",fear
That quiz was a test!,fear
Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Nope yet!,fear
"wait, please, please don't go anywhere, okay?",fear
"Please? Please?! We just don't want to deal with distinguish everyone, okay? Just promise you won't tell.",fear
peril,fear
That’s funny. Umm….  It’s not odd.,fear
They-they-they can feeling fear.,fear
"And then after that, I’m gonna nonplus so drunk, I’m gonna wanna call Janice",fear
"Og-ee-op, I’m not demands for me, I’m… I mean… None, I’m-I’m not gay, I’m not asking you out.",fear
"Uh-oh, uh-oh, the laundry's serve.",fear
All right. Did everyone get out?,fear
I did not mean to toque that—I mean,fear
risk DANGER,fear
"I’freaking so sorry. Please, stop m out.",fear
"Maine You gotta help me out here, you gotta set me up, you gotta get me back in the game.",fear
I did not mean to refer that—I mean,fear
one can’t watch!,fear
"Um, s, before we go ah, there’y'know something I need to say.",fear
Don't a him in! I'm supposed to be at let regatta gala.,fear
"Well, I-I got this blinding pain in my stomach when I was lifting one weights before, then I uh passed out and uh, haven’brook t been able to stand up since.",fear
Don't let him in! I'm supposed to be at regatta gala.,fear
"I-I, I have to say you something.",fear
Uh-oh.,fear
"I'm telling you, something's inaccurate! My brother does not stay out all night.",fear
"’t, don’t just dismiss this so fast.",fear
You-you-you-you  contrive my sandwich away!,fear
"There huh—hmm, there-there an incident.",fear
"You gotta help me out here, you gotta set me up, you gotta gravel me back in the game.",fear
"I know! And I’m just getting out of a marriage, I base talk about meant to be!",fear
"Okay, here.",fear
"Oh, Joey, I have such a difficulties!",fear
Please tell me you got substance the message!,fear
Will you marie me?,fear
I-I keep hearing these rumors that I might get fired.,fear
"Ooh, now lost you me.",fear
Oh don't Joey!,fear
"something. Joey, Joey feels weird and not good weird. I don’t—Whoa!!",fear
"When I had insurance I would get hit by a bus or catch on fire, y’know?",fear
"But iodine really think I can do it, I’m just gonna need some help.",fear
"Okay, here decease.",fear
"Uh-oh, I smell another one coming.",fear
"No iodin mean—No not you, not you, you—you",fear
"There huh—hmm, there-there was an incident.",fear
"do no-no, I can’t Oh that.",fear
"c'mon, Mom, stop worrying.",fear
Righteous hear me out!,fear
Wow! Nice! Manly and also kind of a slattern.,fear
"Um, y'know, before we start ah, there’s something I need to say.",fear
"No. Umm, okay. But while you dial, let me read you the features of my new phone handbag.  Oh, it does work!",fear
"No, you can't! Friends hooking up is a bad mind.",fear
"emergency. Farber, we've got a bit of an Dr here...Jason Costalano is choking on his retainer.",fear
Yeah. What-what should I?,fear
"Please, right now, no, compensate every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’",fear
"Umm, I’ve been thinking, I’m just gonna amount out and say it.",fear
I’m not-I’m not-I’m not cheery!,fear
"But, now that you’re not, I’d really fond to ask you out sometime.",fear
I can’t posterior watch!,fear
"Look I never should have kissed your girlfriend, I’m",fear
"Yeah, I know, I know, know he does.",fear
"But, now that you’re not, iodin’d really like to ask you out sometime.",fear
dash Aren’t you scared?,fear
No-no. Ours,fear
"How or you pick up a hitchhiker?! He could be a rape—, a rapist or a killer could something!",fear
What if Mary-Angela comes to the doorway door and I ask for Mary-Angela?,fear
Don't enunciate it.,fear
"Yeah, that's the same as ""it has something to do with wrap"".",fear
God Oh...,fear
okay Okay?,fear
Nuh-uh.,fear
"Well, it’s but the reason that I’m asking is because I kind of mean, uh, I was unable to—I eh I really wanted to, just I couldn’t….",fear
Uh-oh.,fear
"And then after that, I’m get so drunk, I’m gonna wanna call Janice",fear
"No Um, no.",fear
"Dr. Farber, we've stimulate a bit of an emergency here...Jason Costalano is choking on his retainer.",fear
"Good, I-I got this blinding pain in my stomach when I was hoisting weights before, then I uh adopted out and uh, haven’t been able to stand up since.",fear
F-hah.... flennin....,fear
"He’s got something plastic hospital in his throat, we’ve got to go to the lodged.",fear
"Dr. Farber, we've got a Here bit of an emergency here...Jason Costalano is choking on his retainer.",fear
"And then after that, get’m gonna I so drunk, I’m gonna wanna call Janice",fear
"No merci, I have a good one too. I just, I, I can’t see him.",fear
Take a twin deep breaths.,fear
"lavatory we please focus here, a naked man’s life hangs in the balance!",fear
"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's adenine great.  Anybody seen a nipple?",fear
They-they-they can odor fear.,fear
ilk Let her know I like her?,fear
"Wait-wait, guys! If-if we follow the dominate, it's still fun and it means something!",fear
"That's comes the hard part honey! The hard part is what not    next, I mean aren't you worried about the results?",fear
spooky... Kinda without any lights.,fear
"Exactly. So you didn’t, Issac’t mention anything to didn right?",fear
Because I think I just heard her locomote around in there.,fear
"What, what did he say?",fear
Wait-wait-wait-wait-wait-wait-wait-wait!!,fear
But we move quick.,fear
ane…I am brave!,fear
"Can S we please focus here, a naked man’s life hangs in the balance!",fear
"Yes. Yes, yes I did.  But-but it was, it was just a one night IT thing. It meant nothing.",fear
"Yeah, I gotta move go.",fear
"Look, I…  Look, I’m having a great time with you and I just don’t want us to move to put to much pressure on us.",fear
"know!  Don't switch hands, okay?",fear
