Dialogue_ID;Utterance_ID;Emotion;Sentiment
245;11;disgust;negative
245;12;surprise;negative
245;13;sadness;negative
245;14;surprise;negative
245;15;sadness;negative
245;16;neutral;neutral
246;0;joy;positive
246;1;sadness;negative
246;2;neutral;neutral
246;3;neutral;neutral
246;4;neutral;neutral
246;5;neutral;neutral
246;6;neutral;neutral
247;0;neutral;neutral
247;1;surprise;negative
247;2;joy;positive
248;0;neutral;neutral
248;1;anger;negative
248;3;joy;positive
248;4;joy;positive
248;5;anger;negative
248;6;joy;positive
248;7;anger;negative
249;0;neutral;neutral
249;1;neutral;neutral
249;2;neutral;neutral
249;3;joy;positive
249;4;sadness;negative
249;5;sadness;negative
249;6;sadness;negative
249;7;joy;positive
249;8;neutral;neutral
249;9;joy;positive
249;10;joy;positive
249;11;neutral;neutral
249;13;joy;positive
250;0;surprise;positive
250;1;joy;positive
250;2;surprise;positive
250;3;joy;positive
250;4;surprise;positive
250;5;neutral;neutral
250;6;neutral;neutral
251;0;anger;negative
251;1;neutral;neutral
251;2;neutral;neutral
251;3;neutral;neutral
251;4;neutral;neutral
251;5;neutral;neutral
251;6;sadness;negative
252;0;neutral;neutral
252;1;neutral;neutral
252;2;neutral;neutral
252;3;neutral;neutral
252;4;neutral;neutral
252;5;neutral;neutral
252;6;neutral;neutral
252;7;neutral;neutral
252;8;neutral;neutral
252;9;neutral;neutral
252;10;neutral;neutral
252;13;neutral;neutral
252;14;joy;positive
252;15;neutral;neutral
252;16;neutral;neutral
252;17;joy;positive
252;18;disgust;negative
252;19;neutral;neutral
253;0;neutral;neutral
253;1;joy;positive
253;2;surprise;positive
253;3;surprise;positive
253;4;neutral;neutral
253;5;joy;positive
253;6;surprise;positive
253;7;neutral;neutral
253;8;joy;positive
253;9;fear;negative
253;10;joy;positive
253;11;neutral;neutral
254;0;fear;negative
254;1;anger;negative
254;2;anger;negative
254;3;anger;negative
254;4;anger;negative
254;5;anger;negative
254;6;anger;negative
254;7;neutral;neutral
254;8;joy;positive
254;9;anger;negative
255;0;disgust;negative
255;1;neutral;neutral
255;2;surprise;negative
255;3;neutral;neutral
255;4;disgust;negative
255;5;joy;positive
255;6;fear;negative
255;7;joy;positive
255;8;surprise;positive
255;9;sadness;negative
255;10;anger;negative
255;11;anger;negative
255;12;joy;positive
255;13;disgust;negative
255;14;disgust;negative
255;15;neutral;neutral
256;0;sadness;negative
256;1;neutral;neutral
256;2;anger;negative
256;3;neutral;neutral
256;4;neutral;neutral
256;5;neutral;neutral
256;6;anger;negative
256;7;joy;positive
256;8;neutral;neutral
256;9;neutral;neutral
256;10;sadness;negative
256;11;anger;negative
256;12;anger;negative
256;13;anger;negative
256;14;anger;negative
256;15;neutral;neutral
257;0;joy;positive
257;1;fear;negative
257;2;fear;negative
257;3;neutral;neutral
257;4;sadness;negative
257;5;fear;negative
257;6;fear;negative
258;0;joy;positive
258;1;neutral;neutral
258;2;surprise;positive
258;3;neutral;neutral
258;4;neutral;neutral
258;5;neutral;neutral
258;6;joy;positive
259;0;fear;negative
259;1;fear;negative
259;2;anger;negative
259;3;anger;negative
260;0;neutral;neutral
260;1;anger;negative
260;2;surprise;negative
260;3;sadness;negative
260;4;sadness;negative
260;5;sadness;negative
260;6;sadness;negative
260;7;sadness;negative
260;8;neutral;neutral
260;9;neutral;neutral
260;10;fear;negative
260;11;anger;negative
261;0;surprise;positive
261;1;surprise;positive
261;2;neutral;neutral
261;3;joy;positive
261;4;anger;negative
261;5;anger;negative
261;6;neutral;neutral
261;7;surprise;positive
261;8;sadness;negative
262;0;neutral;neutral
262;1;neutral;neutral
262;2;neutral;neutral
262;3;sadness;negative
262;4;anger;negative
263;0;surprise;positive
263;1;surprise;positive
263;2;neutral;neutral
263;3;surprise;positive
263;4;neutral;neutral
263;5;neutral;neutral
263;6;joy;positive
263;7;disgust;negative
263;8;joy;positive
264;0;neutral;neutral
264;1;neutral;neutral
264;2;surprise;negative
264;3;neutral;neutral
264;4;joy;positive
264;5;neutral;neutral
264;6;neutral;neutral
264;7;anger;negative
264;8;fear;negative
264;9;neutral;neutral
264;10;neutral;neutral
264;11;neutral;neutral
264;12;neutral;neutral
264;13;neutral;neutral
264;14;neutral;neutral
264;15;joy;positive
264;16;neutral;neutral
264;17;neutral;neutral
264;18;neutral;neutral
265;0;anger;negative
265;1;neutral;neutral
265;2;anger;negative
265;3;neutral;neutral
265;4;sadness;negative
266;0;neutral;neutral
267;0;neutral;neutral
268;0;surprise;negative
268;1;neutral;neutral
269;0;neutral;neutral
;;;
270;0;neutral;neutral
270;1;joy;positive
270;2;joy;positive
270;3;neutral;neutral
271;0;surprise;positive
271;1;joy;positive
271;2;joy;positive
271;3;joy;positive
271;4;joy;positive
271;5;surprise;negative
271;6;neutral;neutral
271;7;neutral;neutral
271;8;neutral;neutral
271;9;anger;negative
271;10;neutral;neutral
272;0;fear;negative
272;1;surprise;negative
272;2;anger;negative
272;3;anger;negative
272;4;neutral;neutral
272;5;neutral;neutral
272;6;neutral;neutral
272;7;joy;positive
272;8;anger;negative
273;0;neutral;neutral
273;1;anger;negative
273;2;sadness;negative
273;3;sadness;negative
273;4;sadness;negative
273;5;neutral;neutral
273;6;neutral;neutral
273;7;surprise;positive
273;8;anger;negative
273;9;surprise;positive
273;10;neutral;neutral
273;11;neutral;neutral
273;12;neutral;neutral
273;13;joy;positive
273;14;neutral;neutral
273;15;neutral;neutral
273;16;neutral;neutral
273;17;disgust;negative
273;18;surprise;positive
274;0;surprise;negative
274;1;surprise;negative
274;2;surprise;negative
274;3;disgust;negative
274;4;neutral;neutral
274;5;joy;positive
274;6;anger;negative
274;7;anger;negative
274;8;fear;negative
274;9;joy;positive
274;10;fear;negative
274;11;surprise;negative
274;12;fear;negative
275;0;anger;negative
275;1;anger;negative
275;2;neutral;neutral
275;3;fear;negative
275;4;anger;negative
275;5;fear;negative
275;6;neutral;neutral
275;7;neutral;neutral
275;8;neutral;neutral
275;9;surprise;positive
275;10;fear;negative
275;11;anger;negative
275;12;disgust;negative
275;13;surprise;positive
275;14;disgust;negative
275;15;fear;negative
275;16;anger;negative
276;0;joy;positive
276;2;anger;negative
276;3;neutral;neutral
277;0;neutral;neutral
277;1;neutral;neutral
277;2;neutral;neutral
277;3;anger;negative
277;4;neutral;neutral
277;5;neutral;neutral
277;6;neutral;neutral
278;0;neutral;neutral
278;1;joy;positive
278;2;joy;positive
278;3;neutral;neutral
278;4;sadness;negative
278;5;joy;positive
278;6;neutral;neutral
278;7;joy;positive
278;8;joy;positive
279;0;surprise;negative
279;1;sadness;negative
279;2;anger;negative
279;3;fear;negative
279;4;anger;negative
279;5;neutral;neutral
279;6;surprise;positive
279;7;neutral;neutral
279;8;neutral;neutral
279;9;joy;positive
279;10;neutral;neutral
279;11;joy;positive
279;12;neutral;neutral
279;13;anger;negative
279;14;neutral;neutral
279;15;fear;negative
280;0;neutral;neutral
280;1;anger;negative
280;2;neutral;neutral
281;0;joy;positive
281;1;joy;positive
281;2;neutral;neutral
281;3;neutral;neutral
281;4;surprise;negative
281;5;neutral;neutral
281;6;disgust;negative
281;7;neutral;neutral
281;8;disgust;negative
281;9;neutral;neutral
281;10;surprise;positive
282;0;joy;positive
282;1;neutral;neutral
282;2;joy;positive
283;0;disgust;negative
283;1;neutral;neutral
283;2;disgust;negative
283;3;neutral;neutral
283;4;neutral;neutral
283;5;neutral;neutral
283;6;disgust;negative
284;0;neutral;neutral
284;1;neutral;neutral
284;2;neutral;neutral
285;0;neutral;neutral
285;1;joy;positive
285;2;neutral;neutral
285;3;joy;positive
285;4;neutral;neutral
285;5;neutral;neutral
285;6;neutral;neutral
285;7;anger;negative
285;8;neutral;neutral
285;9;surprise;negative
285;10;neutral;neutral
285;11;neutral;neutral
285;13;neutral;neutral
285;14;neutral;neutral
285;15;neutral;neutral
285;16;neutral;neutral
286;0;neutral;neutral
286;1;neutral;neutral
286;2;neutral;neutral
286;3;neutral;neutral
287;0;neutral;neutral
287;1;sadness;negative
287;2;anger;negative
287;3;neutral;neutral
287;4;anger;negative
287;5;neutral;neutral
287;6;neutral;neutral
287;7;joy;positive
287;8;neutral;neutral
287;9;neutral;neutral
287;10;neutral;neutral
287;11;neutral;neutral
287;12;joy;positive
288;0;joy;positive
288;1;neutral;neutral
288;2;surprise;positive
288;3;surprise;negative
288;4;neutral;neutral
288;5;neutral;neutral
288;6;anger;negative
288;7;joy;positive
288;8;joy;positive
288;9;neutral;neutral
288;10;neutral;neutral
288;11;surprise;positive
288;12;surprise;positive
288;13;neutral;neutral
288;14;surprise;positive
288;15;joy;positive
288;16;neutral;neutral
288;17;neutral;neutral
288;18;neutral;neutral
288;19;neutral;neutral
288;20;joy;positive
289;1;fear;negative
289;2;neutral;neutral
289;3;sadness;negative
289;4;sadness;negative
289;5;neutral;neutral
290;0;sadness;negative
291;0;sadness;negative
291;1;sadness;negative
292;0;neutral;neutral
292;1;sadness;negative
292;2;neutral;neutral
292;3;neutral;neutral
292;4;sadness;negative
292;5;neutral;neutral
293;0;surprise;negative
293;1;surprise;negative
293;2;fear;negative
293;3;neutral;neutral
293;4;fear;negative
293;5;neutral;neutral
293;6;neutral;neutral
293;7;neutral;neutral
293;8;joy;positive
293;9;neutral;neutral
293;10;sadness;negative
293;11;neutral;neutral
293;12;joy;positive
294;0;joy;positive
294;1;neutral;neutral
295;0;surprise;negative
295;1;neutral;neutral
295;2;surprise;negative
295;3;surprise;positive
295;4;sadness;negative
295;5;anger;negative
295;6;anger;negative
295;7;anger;negative
295;8;anger;negative
295;9;anger;negative
295;10;anger;negative
295;11;anger;negative
295;12;surprise;negative
295;13;anger;negative
295;14;joy;positive
295;15;neutral;neutral
295;16;anger;negative
295;17;anger;negative
295;18;anger;negative
295;19;anger;negative
295;20;anger;negative
295;21;anger;negative
296;0;neutral;neutral
296;1;neutral;neutral
296;2;neutral;neutral
296;3;surprise;positive
296;4;neutral;neutral
296;5;anger;negative
296;6;neutral;neutral
296;7;neutral;neutral
296;8;neutral;neutral
296;9;neutral;neutral
296;10;neutral;neutral
296;11;joy;positive
296;12;neutral;neutral
296;13;neutral;neutral
296;14;surprise;positive
296;15;surprise;positive
296;16;neutral;neutral
296;17;surprise;positive
296;18;neutral;neutral
296;19;surprise;negative
296;20;neutral;neutral
297;0;neutral;neutral
297;1;joy;positive
297;2;anger;negative
297;3;neutral;neutral
297;4;joy;positive
297;5;neutral;neutral
297;6;joy;positive
297;7;neutral;neutral
297;8;joy;positive
297;9;neutral;neutral
298;0;anger;negative
298;1;anger;negative
298;2;joy;positive
298;3;neutral;neutral
298;4;sadness;negative
298;5;anger;negative
298;6;anger;negative
299;0;neutral;neutral
299;1;neutral;neutral
299;2;neutral;neutral
299;3;neutral;neutral
300;0;joy;positive
300;1;neutral;neutral
300;2;neutral;neutral
300;3;anger;negative
300;4;surprise;negative
300;5;disgust;negative
300;6;neutral;neutral
300;7;neutral;neutral
300;8;disgust;negative
300;9;anger;negative
300;10;anger;negative
300;11;neutral;neutral
300;12;fear;negative
300;14;neutral;neutral
300;15;neutral;neutral
301;0;fear;negative
301;1;fear;negative
301;2;fear;negative
301;3;neutral;neutral
301;4;fear;negative
301;6;neutral;neutral
301;7;neutral;neutral
301;8;anger;negative
301;9;surprise;negative
301;10;neutral;neutral
301;11;joy;positive
301;12;disgust;negative
301;13;neutral;neutral
301;14;surprise;negative
301;15;fear;negative
301;16;sadness;negative
302;0;neutral;neutral
302;1;sadness;negative
302;2;fear;negative
302;3;anger;negative
302;4;neutral;neutral
302;5;surprise;positive
302;6;neutral;neutral
302;7;neutral;neutral
302;8;neutral;neutral
302;9;surprise;negative
302;10;neutral;neutral
303;0;anger;negative
303;1;neutral;neutral
304;0;neutral;neutral
304;1;neutral;neutral
304;2;neutral;neutral
304;3;neutral;neutral
304;4;neutral;neutral
304;5;surprise;negative
304;6;neutral;neutral
304;7;neutral;neutral
304;8;anger;negative
304;9;anger;negative
304;10;anger;negative
305;0;joy;positive
305;1;neutral;neutral
305;2;fear;negative
305;3;neutral;neutral
305;4;neutral;neutral
305;5;joy;positive
305;6;neutral;neutral
305;7;neutral;neutral
305;8;neutral;neutral
305;9;surprise;positive
305;10;neutral;neutral
305;11;neutral;neutral
305;12;joy;positive
305;13;joy;positive
305;14;joy;positive
306;0;joy;positive
306;1;joy;positive
306;2;sadness;negative
306;3;joy;positive
306;4;neutral;neutral
306;5;joy;positive
306;6;joy;positive
306;7;neutral;neutral
307;0;neutral;neutral
307;1;joy;positive
307;2;sadness;negative
307;3;neutral;neutral
307;4;neutral;neutral
307;5;neutral;neutral
307;6;neutral;neutral
307;7;neutral;neutral
307;8;surprise;positive
307;9;neutral;neutral
307;10;neutral;neutral
307;11;neutral;neutral
307;12;neutral;neutral
308;0;neutral;neutral
308;1;joy;positive
308;2;neutral;neutral
308;3;neutral;neutral
308;4;neutral;neutral
308;5;neutral;neutral
309;0;joy;positive
309;1;surprise;positive
309;2;joy;positive
309;3;neutral;neutral
309;4;neutral;neutral
310;0;neutral;neutral
310;1;neutral;neutral
310;2;joy;positive
310;3;sadness;negative
310;4;neutral;neutral
310;5;surprise;negative
310;6;sadness;negative
311;0;neutral;neutral
311;1;joy;positive
311;2;joy;positive
311;3;joy;positive
311;4;neutral;neutral
311;5;joy;positive
311;6;neutral;neutral
311;7;joy;positive
311;8;surprise;negative
311;9;neutral;neutral
311;10;surprise;positive
311;11;neutral;neutral
311;12;neutral;neutral
312;0;neutral;neutral
312;1;anger;negative
312;2;anger;negative
312;3;neutral;neutral
312;4;sadness;negative
312;5;sadness;negative
312;6;neutral;neutral
312;7;surprise;positive
312;8;surprise;positive
312;9;anger;negative
312;10;surprise;positive
312;11;neutral;neutral
312;12;sadness;negative
312;13;sadness;negative
312;14;neutral;neutral
312;15;neutral;neutral
312;16;neutral;neutral
312;17;anger;negative
312;18;sadness;negative
312;19;neutral;neutral
312;20;neutral;neutral
312;21;sadness;negative
313;0;neutral;neutral
313;1;neutral;neutral
313;2;neutral;neutral
313;3;joy;positive
314;0;joy;positive
314;1;joy;positive
314;2;joy;positive
314;3;neutral;neutral
314;4;joy;positive
314;5;joy;positive
314;7;neutral;neutral
314;8;neutral;neutral
314;9;joy;positive
314;10;neutral;neutral
314;11;neutral;neutral
314;12;neutral;neutral
315;0;neutral;neutral
315;1;neutral;neutral
315;2;joy;positive
315;3;joy;positive
315;4;anger;negative
315;5;neutral;neutral
315;6;joy;positive
315;7;joy;positive
315;8;joy;positive
315;9;joy;positive
316;0;neutral;neutral
316;1;neutral;neutral
316;2;sadness;negative
316;3;neutral;neutral
316;4;fear;negative
316;5;anger;negative
316;6;joy;positive
316;7;neutral;neutral
316;8;neutral;neutral
317;0;neutral;neutral
317;1;joy;positive
317;2;neutral;neutral
317;3;anger;negative
317;4;neutral;neutral
317;5;joy;positive
317;6;joy;positive
317;7;joy;positive
317;8;surprise;negative
317;9;anger;negative
317;10;anger;negative
317;11;neutral;neutral
317;12;anger;negative
317;13;anger;negative
317;14;anger;negative
317;15;anger;negative
318;0;neutral;neutral
318;1;neutral;neutral
318;2;neutral;neutral
318;3;neutral;neutral
318;4;neutral;neutral
319;0;neutral;neutral
319;1;joy;positive
319;2;neutral;neutral
319;3;neutral;neutral
319;4;neutral;neutral
319;5;neutral;neutral
319;6;anger;negative
319;7;surprise;positive
319;8;sadness;negative
319;9;neutral;neutral
319;10;neutral;neutral
319;11;neutral;neutral
319;12;neutral;neutral
319;13;surprise;negative
319;14;joy;positive
319;15;surprise;negative
319;16;neutral;neutral
319;17;joy;positive
319;18;neutral;neutral
319;19;joy;positive
319;20;joy;positive
319;21;neutral;neutral
319;22;disgust;negative
320;0;neutral;neutral
320;1;neutral;neutral
320;2;neutral;neutral
320;3;surprise;negative
320;4;sadness;negative
320;5;joy;positive
320;6;sadness;negative
320;7;surprise;positive
320;8;sadness;negative
320;9;neutral;neutral
320;10;neutral;neutral
320;11;neutral;neutral
320;12;surprise;positive
320;13;sadness;negative
320;14;neutral;neutral
320;15;neutral;neutral
320;16;surprise;positive
320;17;joy;positive
321;0;joy;positive
321;1;joy;positive
321;2;joy;positive
321;3;neutral;neutral
321;4;surprise;positive
321;5;neutral;neutral
321;6;surprise;positive
321;7;joy;positive
321;8;surprise;positive
321;9;neutral;neutral
321;10;disgust;negative
321;11;disgust;negative
322;0;disgust;negative
322;1;surprise;negative
323;0;sadness;negative
324;0;neutral;neutral
324;1;surprise;negative
324;2;neutral;neutral
324;3;neutral;neutral
324;4;neutral;neutral
324;5;neutral;neutral
324;6;neutral;neutral
324;7;neutral;neutral
325;0;neutral;neutral
326;0;sadness;negative
326;1;surprise;positive
326;2;surprise;positive
326;3;neutral;neutral
326;4;surprise;negative
326;5;fear;negative
326;6;joy;positive
326;7;neutral;neutral
326;8;neutral;neutral
327;0;anger;negative
327;1;neutral;neutral
327;2;surprise;positive
327;3;neutral;neutral
327;4;joy;positive
327;5;neutral;neutral
327;6;anger;negative
327;7;neutral;neutral
328;0;anger;negative
328;1;anger;negative
328;2;anger;negative
328;3;neutral;neutral
328;4;anger;negative
328;5;neutral;neutral
328;6;joy;positive
328;7;joy;positive
328;8;sadness;negative
329;0;joy;positive
329;1;anger;negative
329;2;neutral;neutral
329;3;joy;positive
329;4;anger;negative
329;5;surprise;negative
329;6;neutral;neutral
329;7;anger;negative
329;8;neutral;neutral
329;9;anger;negative
329;10;neutral;neutral
330;0;neutral;neutral
330;1;neutral;neutral
330;2;joy;positive
330;3;neutral;neutral
331;0;anger;negative
331;1;neutral;neutral
331;2;neutral;neutral
331;3;neutral;neutral
331;4;sadness;negative
331;5;neutral;neutral
331;6;neutral;neutral
331;7;neutral;neutral
331;8;joy;positive
331;9;joy;positive
332;0;surprise;negative
332;1;neutral;neutral
332;2;neutral;neutral
332;3;neutral;neutral
332;4;neutral;neutral
332;5;joy;positive
332;6;neutral;neutral
332;7;anger;negative
332;8;neutral;neutral
332;9;neutral;neutral
332;10;neutral;neutral
332;11;surprise;negative
332;12;anger;negative
332;13;surprise;negative
332;14;surprise;negative
332;15;neutral;neutral
333;0;neutral;neutral
333;1;neutral;neutral
333;2;surprise;positive
333;3;neutral;neutral
333;4;neutral;neutral
334;0;joy;positive
334;1;neutral;neutral
334;2;sadness;negative
334;3;neutral;neutral
334;4;neutral;neutral
334;5;neutral;neutral
334;6;neutral;neutral
334;7;neutral;neutral
334;8;neutral;neutral
334;9;neutral;neutral
334;10;neutral;neutral
334;11;neutral;neutral
334;12;neutral;neutral
335;0;neutral;neutral
335;1;joy;positive
335;2;neutral;neutral
335;3;neutral;neutral
336;0;surprise;positive
336;1;joy;positive
336;2;neutral;neutral
336;3;neutral;neutral
336;4;surprise;positive
336;6;sadness;negative
336;7;anger;negative
336;8;fear;negative
336;9;sadness;negative
336;10;disgust;negative
336;11;sadness;negative
336;12;neutral;neutral
336;13;surprise;positive
336;14;surprise;positive
336;15;joy;positive
336;16;joy;positive
336;17;joy;positive
336;18;joy;positive
336;19;neutral;neutral
336;20;surprise;positive
336;21;joy;positive
337;0;neutral;neutral
337;1;surprise;negative
337;2;neutral;neutral
337;3;surprise;positive
337;4;joy;positive
337;5;joy;positive
337;6;sadness;negative
337;7;surprise;negative
337;8;neutral;neutral
337;9;surprise;negative
337;10;neutral;neutral
337;11;neutral;neutral
337;12;neutral;neutral
337;13;neutral;neutral
337;14;surprise;negative
337;15;sadness;negative
337;16;surprise;negative
337;17;neutral;neutral
337;18;anger;negative
337;19;neutral;neutral
338;0;neutral;neutral
338;1;joy;positive
338;2;neutral;neutral
338;3;surprise;negative
338;4;joy;positive
338;5;neutral;neutral
338;6;neutral;neutral
338;7;neutral;neutral
338;8;joy;positive
338;9;neutral;neutral
338;10;neutral;neutral
338;11;neutral;neutral
338;12;neutral;neutral
338;13;neutral;neutral
338;14;neutral;neutral
338;15;neutral;neutral
338;16;neutral;neutral
339;0;neutral;neutral
339;1;neutral;neutral
339;3;anger;negative
339;4;joy;positive
340;0;neutral;neutral
341;0;neutral;neutral
342;0;neutral;neutral
342;1;neutral;neutral
342;2;neutral;neutral
342;3;neutral;neutral
342;4;neutral;neutral
342;5;joy;positive
342;6;anger;negative
342;7;joy;positive
342;8;neutral;neutral
342;9;neutral;neutral
342;10;anger;negative
342;11;neutral;neutral
342;12;neutral;neutral
342;13;anger;negative
342;14;neutral;neutral
342;15;joy;positive
342;16;surprise;negative
342;17;joy;positive
342;18;neutral;neutral
342;19;neutral;neutral
343;0;surprise;negative
344;0;joy;positive
344;1;neutral;neutral
344;2;neutral;neutral
344;3;neutral;neutral
344;4;surprise;positive
344;6;joy;positive
344;7;joy;positive
344;8;fear;negative
344;9;neutral;neutral
344;10;surprise;positive
344;11;joy;positive
344;12;joy;positive
344;13;neutral;neutral
344;14;surprise;positive
344;15;disgust;negative
345;0;neutral;neutral
345;1;neutral;neutral
345;2;joy;positive
345;3;neutral;neutral
345;4;joy;positive
346;0;joy;positive
346;1;surprise;negative
346;2;surprise;negative
346;3;neutral;neutral
346;4;neutral;neutral
346;5;surprise;positive
346;6;neutral;neutral
347;0;sadness;negative
347;1;neutral;neutral
347;2;surprise;positive
347;3;neutral;neutral
347;4;sadness;negative
347;5;neutral;neutral
347;6;surprise;negative
347;7;sadness;negative
347;8;surprise;positive
347;9;sadness;negative
347;10;sadness;negative
347;11;neutral;neutral
348;0;joy;positive
348;1;joy;positive
348;2;joy;positive
348;4;neutral;neutral
349;0;joy;positive
349;1;joy;positive
349;2;joy;positive
349;3;neutral;neutral
349;4;joy;positive
349;5;joy;positive
349;6;neutral;neutral
349;7;sadness;negative
349;8;neutral;neutral
349;9;neutral;neutral
349;10;joy;positive
349;11;surprise;negative
350;0;neutral;neutral
350;1;joy;positive
350;2;joy;positive
350;3;joy;positive
350;4;neutral;neutral
350;5;neutral;neutral
350;6;neutral;neutral
350;7;neutral;neutral
351;0;anger;negative
351;1;surprise;negative
351;2;surprise;negative
351;3;anger;negative
351;4;fear;negative
351;5;anger;negative
351;6;fear;negative
351;7;surprise;negative
351;8;joy;positive
351;9;anger;negative
351;10;anger;negative
351;11;joy;positive
351;12;anger;negative
351;13;anger;negative
351;14;surprise;negative
351;15;joy;positive
352;0;neutral;neutral
352;1;anger;negative
352;2;joy;positive
352;3;anger;negative
352;4;neutral;neutral
352;5;joy;positive
352;6;surprise;positive
353;0;neutral;neutral
353;1;neutral;neutral
354;0;neutral;neutral
354;1;neutral;neutral
354;2;neutral;neutral
354;3;neutral;neutral
354;4;neutral;neutral
354;5;neutral;neutral
354;6;neutral;neutral
354;7;surprise;positive
354;8;joy;positive
354;9;neutral;neutral
354;10;joy;positive
354;11;neutral;neutral
354;12;neutral;neutral
354;13;neutral;neutral
354;14;anger;negative
354;15;neutral;neutral
354;16;neutral;neutral
354;17;neutral;neutral
355;0;sadness;negative
355;1;neutral;neutral
355;2;neutral;neutral
355;3;joy;positive
355;4;neutral;neutral
356;0;sadness;negative
356;1;surprise;positive
356;2;neutral;neutral
356;3;surprise;negative
356;4;neutral;neutral
356;5;neutral;neutral
356;6;sadness;negative
356;7;joy;positive
356;8;neutral;neutral
356;9;sadness;negative
356;10;anger;negative
356;11;surprise;positive
356;12;neutral;neutral
356;13;joy;positive
356;14;neutral;neutral
356;15;neutral;neutral
356;16;neutral;neutral
356;17;anger;negative
356;18;neutral;neutral
356;19;neutral;neutral
356;20;fear;negative
356;21;anger;negative
356;22;neutral;neutral
357;1;surprise;negative
357;2;neutral;neutral
357;3;surprise;negative
358;0;neutral;neutral
358;1;neutral;neutral
358;2;neutral;neutral
358;3;sadness;negative
358;4;neutral;neutral
358;5;neutral;neutral
358;6;fear;negative
358;7;neutral;neutral
358;8;surprise;positive
358;9;anger;negative
358;10;joy;positive
358;11;surprise;negative
358;12;neutral;neutral
358;13;surprise;negative
358;14;sadness;negative
358;15;neutral;neutral
358;16;neutral;neutral
358;17;neutral;neutral
358;18;sadness;negative
359;0;surprise;positive
359;1;neutral;neutral
359;3;sadness;negative
359;4;joy;positive
359;5;joy;positive
359;6;sadness;negative
360;0;sadness;negative
360;1;sadness;negative
360;2;neutral;neutral
360;3;neutral;neutral
360;4;neutral;neutral
360;5;neutral;neutral
361;0;neutral;neutral
361;1;neutral;neutral
361;2;neutral;neutral
361;3;surprise;negative
361;4;neutral;neutral
361;5;neutral;neutral
361;6;joy;positive
361;7;surprise;positive
361;8;neutral;neutral
361;9;disgust;negative
361;10;joy;positive
361;11;joy;positive
361;12;neutral;neutral
361;13;neutral;neutral
361;14;neutral;neutral
362;0;sadness;negative
362;1;neutral;neutral
362;2;neutral;neutral
362;3;sadness;negative
362;4;neutral;neutral
362;5;sadness;negative
362;6;neutral;neutral
362;7;surprise;negative
362;8;neutral;neutral
362;9;surprise;positive
363;0;neutral;neutral
363;1;neutral;neutral
364;0;neutral;neutral
365;0;neutral;neutral
365;1;neutral;neutral
365;2;neutral;neutral
365;3;neutral;neutral
365;4;neutral;neutral
365;5;sadness;negative
365;6;anger;negative
365;7;neutral;neutral
365;8;neutral;neutral
365;9;neutral;neutral
365;10;neutral;neutral
365;11;neutral;neutral
365;12;neutral;neutral
365;13;surprise;negative
365;14;anger;negative
366;0;neutral;neutral
366;1;neutral;neutral
366;2;anger;negative
366;3;neutral;neutral
366;4;surprise;negative
366;5;anger;negative
366;6;sadness;negative
366;7;sadness;negative
366;8;surprise;negative
366;9;anger;negative
366;10;neutral;neutral
366;11;neutral;neutral
366;12;neutral;neutral
366;13;fear;negative
366;14;neutral;neutral
366;15;surprise;negative
366;16;neutral;neutral
366;17;neutral;neutral
366;18;neutral;neutral
367;0;anger;negative
367;1;neutral;neutral
367;2;joy;positive
367;3;neutral;neutral
367;4;neutral;neutral
367;5;surprise;positive
367;6;surprise;positive
367;7;neutral;neutral
367;8;joy;positive
367;9;surprise;positive
367;10;neutral;neutral
367;11;surprise;positive
367;12;neutral;neutral
367;13;neutral;neutral
367;14;neutral;neutral
367;15;surprise;positive
368;0;sadness;negative
368;1;joy;positive
369;0;neutral;neutral
370;0;neutral;neutral
370;1;joy;positive
370;2;neutral;neutral
370;3;surprise;positive
371;0;neutral;neutral
371;1;neutral;neutral
371;2;neutral;neutral
371;3;neutral;neutral
371;4;neutral;neutral
371;5;neutral;neutral
371;6;surprise;positive
371;7;neutral;neutral
371;8;neutral;neutral
371;9;neutral;neutral
371;10;surprise;positive
371;11;sadness;negative
372;0;neutral;neutral
372;1;joy;positive
372;2;joy;positive
372;3;sadness;negative
372;4;sadness;negative
372;5;sadness;negative
372;6;sadness;negative
372;7;surprise;positive
372;8;joy;positive
372;9;sadness;negative
372;10;joy;positive
372;11;neutral;neutral
372;12;neutral;neutral
373;1;neutral;neutral
373;3;neutral;neutral
373;4;joy;positive
374;0;joy;positive
374;1;surprise;negative
374;2;surprise;negative
374;3;neutral;neutral
374;4;anger;negative
374;5;surprise;negative
374;6;neutral;neutral
374;7;anger;negative
374;8;anger;negative
374;9;anger;negative
374;10;neutral;neutral
374;11;neutral;neutral
374;12;anger;negative
374;13;anger;negative
374;14;joy;positive
374;15;neutral;neutral
375;0;joy;positive
375;1;neutral;neutral
375;2;joy;positive
375;3;joy;positive
375;4;fear;negative
376;0;joy;positive
376;1;joy;positive
376;2;joy;positive
376;3;fear;negative
377;0;neutral;neutral
377;1;neutral;neutral
377;2;neutral;neutral
377;3;neutral;neutral
377;4;surprise;negative
377;5;neutral;neutral
377;6;anger;negative
378;0;neutral;neutral
378;1;neutral;neutral
378;2;neutral;neutral
379;0;surprise;negative
379;1;sadness;negative
379;2;sadness;negative
379;3;sadness;negative
379;4;sadness;negative
379;5;sadness;negative
379;6;surprise;negative
379;7;sadness;negative
379;8;neutral;neutral
379;9;neutral;neutral
379;10;surprise;positive
