Utterance,Emotion
"All right, first thing we gotta do, damage control.",neutral
"Oh, just hanging out, talkin’ about uh, websites.",neutral
"Well I had a great time! Learned how to bake, ate great food, that’s the first A I’ve gotten since seventh grade,",joy
Nooo..,disgust
"What we did was wrong. Oh god, one just had sex with somebody that wasn't alive during the Bicentennial.",disgust
"All right, I’m gonna go steam my wedding dress okay? Who wants the responsibility of making sure nothing happens to it?",neutral
Call it even?!,neutral
"I mean that ain’t a pretty picture in morning, y’know what I mean.",disgust
"Rachel is one of my closest friends.  Although, being the only one who knows anything about this does makes me feel special. Okay!",neutral
Doyou bug me.,disgust
Uh-huh.,neutral
I don’t know.  A cowboy theme?,neutral
What?  Why?,surprise
"Oh, what did I say?",surprise
"But I got to acts with a robot Pheebs, and-and I don’t know anything about technology!",fear
"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",neutral
Y’know this is actually not a great time for me.,sadness
"All right, I’ll leave.",sadness
Gimme this.,neutral
Oww crushing bones!,surprise
"So, are you ready to go?",neutral
"Phoebe, where's purse?",fear
I’m so-so sorry about yesterday.,sadness
"Hey, Chandler! What are you doing here?",surprise
"Choose, you jackass!",anger
"Oh, yeah. Yeah. Let her dangle.",neutral
"Come on man, really how old?!",surprise
"I can’t, you’re a totally different person to me now.",sadness
"Oh, Joey, I have such a!",fear
Oh yeah? Did he pull the old,surprise
Hey lady! I don't care how much one you want it! Okay?! I am,disgust
Hey-hey!,joy
Looks like I was second to last.,surprise
"He doesn't do much, does he?",neutral
"Oh yeah, well I just started wearing bras again.",neutral
"Yeah, yeah, you go talk to your friend. tell him, ""Nice try.""",disgust
Eight whole days.,neutral
Oh my God! How did you get back here?!,surprise
Yeah! Richard!,anger
"Yeah, okay let’s leave these two alone.",neutral
"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",joy
Hello?   It’s the deli again!,surprise
"Ross, I really don’t think",neutral
Y’know I-I-I haven’t spoken to him in like ten years and he asks me for a favor!,surprise
"I know, but I’m a neurologist.",neutral
Whoa what?,surprise
"Oh yeah. Boy, urine disregard",disgust
"Oh, just had a baby.",joy
Like the guy on the other side of you was Smelly von Brownshirt.,neutral
Ross.,neutral
"I mean... uh, did you know you were  mouthing the words along with me?",neutral
"Well, don’t understand why Adrienne’s attracted to Victor.",disgust
Let's try scooching!,joy
Wow! Nice! male and also kind of a slut.,fear
I'm like those women that you see with shiny fellas named Chad.,disgust
And then whoever does gets the phone.,neutral
Ameri-can. Y'know it’s a,neutral
That was,neutral
Ohh! Lucky me! Oh my God! That,surprise
"Because by the time I find it on this thing , the whole place might have exploded.",neutral
Yeah. I can just go home and get back at him by myself.,neutral
"I'm just sayin', if I see one more picture that Ed Begley, Jr. in of",disgust
Okay! Here we go. Pillow.,neutral
Yeah! Oh yes!,anger
I called the company that sent and th-they don’t care!,anger
Can you see my nipples through this shirt?,neutral
"No, Gary Collins is the host. You'll be answering the phones.",neutral
Really?!,surprise
I think our lover’s spat will start a little early this month.,anger
"Uh, uh.",neutral
Oh then you know each other.,neutral
Yeah!,joy
Wanna peek?,neutral
"Hi, this is Heldi from the Morgan Chase museum.",neutral
"Yes, as a matter of fact he did, so I can't let you go.",neutral
"Ohh, and the nicest girlfriend!",joy
"Four, please.  I’m thousand really nervous.  Thank you.",fear
Joey!,anger
Oh! Something smells good over at Monica’s station!  Oh my God! This is absolutely amazing! You’ve never made this before?,surprise
"I mean, that’s got to come in handy",neutral
Oh fella. Please tell me one of 'em is Ma.,disgust
Oh no thanks. I don’t like,neutral
Are you okay?,neutral
"Oh, you go out with him.",neutral
"I don’t know. You uh, you got something for me?",neutral
"I mean acknowledge that ain’t a pretty picture in the morning, y’know what I mean.",disgust
I am so on board!,joy
You can spill. In the sink.,neutral
"Oh, in that case——Yay!  That was me hopping on board.",joy
"Okay, here run.",fear
So what are you gonna do?,neutral
"Oh, I, Joey have such a problem!",fear
I’m really glad we came.  You’re so pretty. I love you.,joy
"Okay, they even have actors follow in to read for my part!",fear
Hence?!,disgust
Y'ever been in love?,neutral
Whoa!,surprise
How did it go with Erin?,neutral
"Oh yeah, it must be tough to keep your hands of him, huh?",neutral
"What? No! No, I’m not stopping. I’m Red Ross!",sadness
Hey!,neutral
"I knew it! I knew it, ahh….",joy
Now he's gonna be the guy she goes too to complain about you.,neutral
"I-I-I of course, I have more responsibilities than that.",neutral
"Oh my God, look-look he’s taking off her clothes!",sadness
Will you matrimony me?,fear
…I am brave!,fear
So you still in touch with anyone from high school?,neutral
Get out of here you lurker!  Go on! Get!,anger
"Ok, that'll be great!",joy
"Wow! That’s ah, that’s pretty nice!",joy
Excuse me?,surprise
Don’t you think I asked him that before he got in?!,surprise
"Um,.",fear
You maniac.,disgust
Thanks.,joy
"Yeah. Well, umm.....",sadness
Ahh! Aren’t you dressed yet?,surprise
Lebanon.,neutral
What?!,surprise
All right. Did everyone get out ok?,fear
"You know, it still odor like monkey in there.",disgust
"Oh, so, forget about the birds, but big red insects suggest fine dining!",anger
Yuh-huh.,joy
"...and he couldn’t let it go, and... I don’t really know what happened with that either.",neutral
"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",joy
"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles",neutral
Ow!! Hoo!!!,disgust
No Rachel! They got here first!,anger
"Oh, I don’t think I ever heard that story.",neutral
"Ross, y’know if you ever decide you need to redecorate—And I think that you should.",neutral
You agreed to take me in sickness and in health.,neutral
Out,anger
Adiós.,neutral
I talk to you and nothin’.,anger
"know I had insurance I could get hit by a bus or catch on fire, y’When?",fear
There he is!,joy
Wow! Umm....,surprise
Phoebe why don’t you just call her? You obviously want to.,neutral
"Oh, did you not want people to know that?",joy
"Oh, hey.",neutral
"Uh sorry, improper number.",fear
Um-hmm. Oh wait! This is Bonnie.,surprise
Bad things happen to me anyway.,neutral
They’re not genuine?,fear
Oh right its that girl's phone number.,neutral
"Chandler,  you call me when this goes in the pooper.",neutral
I think that would be best.,neutral
"It’s just a healthy expression of female sexuality, which by the way, you will never understand.",anger
What?!,surprise
"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",joy
Yeah.,neutral
Nobody is gonna be double-dyed at the bride when the father of the groom is wearing a back-less dress.,disgust
"No. instantly It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",disgust
But the audition’s in a couple hours and I don’t even understand the spunky.,fear
"Okay, okay, scared should I be okay?",fear
You're our third call tonight.,neutral
No way!,surprise
You're over me?,surprise
just they're not here yet!,fear
Just take him to like a ball game or something.,neutral
"Ok, Barry's letters. Adam Ritter's boxer shorts.",neutral
I need some milk.,neutral
"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",joy
I have to pee. And Rachel's in the bathroom!,sadness
I know.,neutral
"No. It was painful. Oh my God , now should call it Pain-zine, they with a little wax.",disgust
"No, you kidding? The a freak..",disgust
No! Don’t that! Don’t say that!,fear
Oh my God Monica!,surprise
"That was so awkward, we were really nervous.",neutral
Wait! Wait! Maybe she’s a hooker,surprise
The money will turn up!,neutral
Why would I tell him?,neutral
"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex.",neutral
Oh my God!,surprise
Hey.,neutral
What are you doing here?!,surprise
And the two times we went out were just awkward.,disgust
"Now, I’ve never been able to cry as an actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling.",neutral
can smell fear.,fear
Ok.,neutral
Hey!,surprise
"No, you're the best.",neutral
Nooo.,neutral
"Yes, Fran.",neutral
"Why would you dilapidation it, who was that hurtin'?",disgust
"Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.",neutral
"Get in there man! Flirt back, mix it up!",joy
I don’t care! The wires have come loose in your head!,anger
"No, he visited a little town south of throw up.  So what was Phoebe’s secret?",neutral
"I mean, come on, buddy, get a",neutral
"Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.",neutral
Manhattan does not have enough stores.,sadness
That's a good one!,joy
This is Bonnie?  This is Bonnie?  You’re Bonnie?,surprise
"All right, well, we felt really bad about that so we decided we should all take a little trip together!",joy
"gotta help me out here, you gotta set me up, you gotta get me back in the game.",fear
you marry me?,fear
Can I ask you something?,neutral
"No-no, Rachel, don’t get! He can’t see us!",fear
"Yeah, okay.",neutral
Who knows?,neutral
"I know! And I’m just getting to of a marriage, I mean talk about meant out be!",fear
Susan Sarandon.,neutral
"Ohh, get room a.",disgust
Hey! How you doing?,joy
You have a son!,surprise
Mm! Night Gar’!,neutral
"I wake up this morning, the stripper’s gone and the ring is depart!",fear
Can’t you figure that out based on my date of birth?,anger
"Well, let’s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",neutral
"Wait, just a second.",neutral
"That, stupid what's that's.",disgust
What?!,surprise
What do you think of adding him to our team?,neutral
"And-and I promise, I won't touch a guitar until you say I'm ready.",neutral
That was amazing.,joy
No Ross! Ross! Ross! My kid has no father!,fear
tabu Just hear me out!,fear
Are they here yet?,neutral
And you're not presumption to be gossiping!!,disgust
It’s… It is bigger than  mine!,surprise
"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",sadness
Okay.,neutral
Okay.  Every time.,neutral
Nah.,neutral
All right.,neutral
"We've got the ground-up flesh of formerly cute and turkeys, ew...",disgust
Okay. Sorry.,neutral
"OK, now I'm gonna kick some ass.",anger
Hey!,joy
"Okay, well I do know you.",neutral
"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",neutral
"Barry, I'm sorry...",sadness
"I mean, you two are-are my… I mean, I’m lucky to have just one good",neutral
"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody visit a nipple?",fear
I won’t speed.,neutral
"Whew, it's hot with all of this stuff on.",neutral
"Ohh, you're about to get a little luckier.",joy
"Come on, pick up, up pick!",fear
"Oh, some idiot customer put a suggestion in the suggestion box.",anger
"""Oh, Chandler, now, now, that's it. There, faster!""",joy
I want her to think might be in a restaurant.. y'know?,fear
"Either they’re too old, or they’re too young, and then there’s Pete who’s-who’s crazy about me, and who’s absolutely perfect for me, and there’s like zip going on!",sadness
Now couldn't you just have made some sort of inappropriate joke?,anger
"Oh no-no-no, that’s not—No-no-no!",anger
Here we go!,joy
"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",joy
"Please, promise me that you’ll tell her that.",sadness
"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday sunrise it's like",disgust
"Well, I don’t know. I think it does something to salami.",sadness
"Phoebe, your where's purse?",fear
And did he?,neutral
"Okay, I guess we can lose to junior high girls some other time.",neutral
"Look, please, please don't approve go anywhere, okay?",fear
Hey!,joy
"Why would you spoil it, who was that hurtin'?",disgust
Uh-huh.  Good luck.,sadness
"Okay, thank you.",neutral
"Ping pong?  Honey, they have ping pong! Let's play!",surprise
"Yeah, I guess I could use that. I could say that your love sends me to the moon.",neutral
Uh-huh.,neutral
No.,neutral
"Don’t try to talk, we’ll get you up to your room, we’ll soak your feet, you’ll be okay.",neutral
"But, it's only the second day and I'm a loser with pillock leather pants that don't even fit!",disgust
Tomorrow at 8:30.,neutral
"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either...",neutral
Oh my God.,surprise
no Oh.,disgust
so we finally get to take the top of the mountain and airhead here  forgets the camera!,disgust
"Uh,  wow, 700.",surprise
No way!,surprise
I’m Joey.,neutral
What do ya say? What do ya say?,neutral
That’s not why you’re going!,sadness
Why?,surprise
"Hey Rach, have you seen Charlie anywhere?",neutral
Chandler is fantastic!!,joy
Hi! Bye!,neutral
"Oh my gods, what were you thinking?",disgust
"I understand this movie once where there was a door and no one knew what was prat it, and when they finally mystify it open millions and million and millions of bugs came pouring out and they feasted on human flesh.",disgust
I’ll see you tomorrow.,neutral
Well... he happens to be a very nice... guy....,neutral
"But I real think I can do it, I’m just gonna need some help.",fear
Uh-huh! Uh-huh! And-and-and I’ll always remember that summer because that’s when I realized that we are related.,joy
What?! It is?!,surprise
"Wh-which is why I ah,  ahh,  okay.",neutral
That’s a good one.,joy
"t, please don’Dad pick your teeth out here!",disgust
You’re paying for that.,neutral
Totally. I’m like 90/10.,joy
We’re probably too old to do that now.,sadness
Alright. What's the message?,neutral
"Um, we have a reservation under the name Chandler Bing.",neutral
"Look,  'My vessel so empty with nothing inside.",neutral
Honey I swear! I wasn’looking t at her!,fear
"No, I don’t think so.",neutral
I won! That was my quarter!,anger
Have you ever seen so much damnit?,disgust
"Oh yeah, he looked like lacys real lumberjack in those pink a.",disgust
"So, you and Angela, huh?",surprise
"Oh.  No! No wait, that’s!",disgust
"Phoebe, hang on a second.  Here, take my car, go pick up your friends.",neutral
"And he's being Mr. Joe Sensitive, and she commenced thought 'Maybe this is the guy for me, because he understands me.'",disgust
Joey!,joy
What’s with all this sand?,surprise
"Ah, Susan will be so pleased.",joy
"Hey, no way, I'm in the shot man.",anger
"One pregnant woman fair at a time, please! I just want you to be okay.",disgust
"Well, it’s just the reason that I’i m asking is because I kind of eh, uh, I was unable to—I mean I really intimately wanted to, but I couldn’t….",fear
Wow thanks!,joy
"I-I wanna be with her,  I like her.",anger
You need me to go down there with you and hold your hand?,neutral
Oh.  Thank you.,neutral
Tequila!!,joy
"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",neutral
No...,sadness
Yeah! Once.,neutral
"So that’s dumb what I said, don’t tell him I said that.",neutral
"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",neutral
Hey.,neutral
Hi.,neutral
Hey Ross! I brought reinforcements.,joy
Easy.,neutral
Give him money? It was a joke!,surprise
"Hey Ross, listen, you want anything to drink, ‘cause I’m heading up there.",neutral
"Now, what exactly is in a cobb salad?",neutral
"Hi, uh, nothing. That horrible machine just took my woman.",disgust
"Yeah, it’s hard okay, I only have two spots left.",neutral
"I know, he’s too charming, but if you two start go out, then it’s just gonna make it so much stricter for me to hate him.",disgust
Hey.,neutral
How.,disgust
I'm Joan collins.,disgust
Ross?,neutral
"Oh, and deaf.",neutral
"Ring dammit, ring!",anger
Asserted what? Exactly.,fear
Why don’t we try massaging the breast to stimulate the flow.,neutral
"Yep, I know, I know, I know he does.",fear
It’s wrongly.,disgust
No I’m not.,anger
"No! Steady as a rock! Now, are you with me.",neutral
She was kinda stupid.,neutral
I know!,joy
Like what?,surprise
"Oh-kay, we'll have a table for you in about 45 minutes.",neutral
Done!,joy
"Sure! Uh, let me get it for ya.",neutral
"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",neutral
"Yeah, you’re right.",neutral
I think it just fell off.,neutral
"I mean, all week long everywhere I look there's you.",neutral
Don’t spoil it.,neutral
That's what we're gonna do!,disgust
I…I am brave!,fear
Taurus?,neutral
"He’s did something plastic lodged in his throat, we’ve got to go to the hospital.",fear
We're so stupid! Do you know what's going on in there? They're trying to take Joey!,sadness
Hello.,neutral
"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",neutral
"I'm you, something's wrong! My brother does not stay out all night.",fear
"Hey, you're not rich are ya?",neutral
One ticket to Yemen?,surprise
"Y'know, hey! You’re the one who ended it, remember?",anger
"Ohh, you're so sweet!",joy
She cancelled! My namesake cancelled on me!,anger
"Look I never should have fucked your girlfriend, but I’m",fear
I think you'll find this room more to your liking.,neutral
"No, Rach, no. I don’t, I don’t, I don’t",neutral
You are!,joy
"How-how are you, Mom?",sadness
Why?!,neutral
You got it?,neutral
"Yeah, yeah, okay.",neutral
Look at this!,joy
"Sophie, get in here!",joy
"Wait a second, or maybe you can go in first.",neutral
"Mom, c'mon, plosive worrying.",fear
"Oh Rachel, I know the best coffee house and it’s sooo close.",neutral
I will have one.,neutral
"Can we please concentrates here, a naked man’s life hangs in the balance!",fear
"When you say used, do you mean eat as a pre-cooking snack?",neutral
"Oh yeah, I definitely know her.",neutral
"Oh.  No! No Wyrd wait, that’s weird!",disgust
"But only because I was up all night worried about this  meeting, ain’t that entirely funny?",fear
Not your name!,sadness
Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,surprise
Pheebs...,neutral
What?!,surprise
Yeah?,neutral
Oh but look! That’s gonna leave a smear!,disgust
I work in a cubicle surrounded by people.,neutral
You did!,anger
You lost the ring!,joy
Oh! I knew it! I knew it! I felt really thick this morning.,joy
"Whenever I had insurance I could get hit by a bus or catch on fire, y’know?",fear
"Hey, y’know what?",surprise
"Well, maybe after we get reacquainted uh, you can do me.",joy
All right! I’ll have a sandwich!,joy
Huh?,surprise
"Oh, uh, listen, about tonight...",sadness
"I know!  Don't switch custody, okay?",fear
Are you serious?!,surprise
See what you did.,anger
I just had sex.,neutral
Nothing!,neutral
drop You-you-you-you  threw my sandwich away!,fear
I have.,sadness
"All right, well I guess I’ll just have to do what I do on dates.",neutral
Oh. Look at you making up crap for me. Oh God!,sadness
I always knew she liked him!,anger
"It was embarrassing, kids made fun of me.",sadness
Last night she was teaching everybody how to make napkin....  swans.,sadness
"OK, I'll go. OK, senior year of college... on a pool table.",neutral
"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",neutral
This-this happened when my grandfather died.,sadness
"Oh it’s grand Bing, sir. I’m sorry , I was just ah...",fear
"Four, please.  one’m really nervous.  Thank you.",fear
Good for you Pheebs!,joy
"Hey uh, I don’t mean to be presumptuous but iodin have these deuce tickets to the ballroom dancing finals tomorrow night if you want to go?",fear
"You look at me, and nothin’.",neutral
I wishing her to think I might be in a restaurant.. y'know?,fear
Thank you so much for coming.,joy
"717?  Where’s 717?  Hey, you’ve have more of these for Susan right?",surprise
Refill?,neutral
All I really needed was a plan.,neutral
I can’t believe this!,sadness
"How could you pick up a hitchhiker?! Him could be a rape—, a rapist or a killer or something!",fear
"Oh, I win! He’s got",joy
"Young! You’re a man-child okay?! Now whirl sire changed because everybody’s ready and please, oh please, keep my underwear!",disgust
Who’s Elaine?,neutral
"-she, of course, she- uh- familiar with our.. special situation?",neutral
We can eat!,joy
"I’m sorry you lost your money, but I won it fair and square.",joy
A-ha!!!,surprise
Where's Chandler?,neutral
Do you have any respect for body your?,disgust
"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",neutral
Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,sadness
I’m also thinking about opening up my own restaurant.,joy
Now what is Fabutec?,neutral
"Okay, because I know that this is my Father.",anger
Quel?,fear
All right.,neutral
I was gonna give you chance to apologise to me.,disgust
Here you go!,neutral
"Yeah, I don't like that tidings word.",disgust
Get out!,anger
"Do-do you, do you have brothers?",neutral
"Okay honey, you do realize she only spins like that on ice.",neutral
Janice!,surprise
Damn! I am good at Cups!,joy
"Oh, Ross you’re right, I don’t know why I always thought this was real grass.",sadness
"Don’, don’t just dismiss this so fast.",fear
"tone I never should have kissed your girlfriend, but I’m",fear
We should always always break up together.,neutral
"Oh, that’s very—Really very-very okay.",neutral
No-no. We,fear
"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",joy
I think you’ve consider got concussion.,fear
"Oh you did, there are twenty in here.",neutral
I want to do it again.,anger
"Oh, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",fear
"No-no-no, I think I’m gonna see how things go with Kathy. She’s pretty cool.",neutral
"Alright, no, we could look at them!",neutral
I don’t know if it’s true.,neutral
That's not a trip!,surprise
"Please? Please?! We just don't want to deal with telling everyone, okay? Mere promise you won't tell.",fear
I found a dried up seashores.,neutral
"And, they made me head of purchasing, thank you very much.",joy
"If we broke up, and I improving lost you...",fear
"You know you probably had know this, but back in high school, I didn't a, um, major crush on you.",fear
So I guess this is it.,sadness
"I beggarly that ain’t a pretty picture in the morning, y’know what I mean.",disgust
"Yeah. Uh, …a slice……six dollars?",neutral
Have you ever check so much crap?,disgust
Date of birth?,neutral
"Okay, I can do this.",neutral
"Joey. Joey, something feels weird and not good weird. iodin don’t—Whoa!!",fear
"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",sadness
"Oh, I blew it. I wouldn’t of even hired me.",sadness
"You bought your sheets at a flea market? Ross come on, you gotta loosen the bags strings a little.",disgust
"I’m gonna go to the bathroom, maybe I’ll see you there in a bit?",neutral
Oh. Hel-lo!,joy
"Oh, I’m flaky. I’ll say anything.",neutral
See ya then.,neutral
"So Ross, what your problem?",anger
"Well, I-I experience this blinding pain in my stomach when ace was lifting weights before, then I uh passed out and uh, haven’t been able to pedestal up since.",fear
Remembered what?,neutral
"What? Hey wait a minute! Phoebe, how do you even know who the father is?",surprise
"Oh, yeah! How did you meet her?",surprise
Thank you!,anger
I’m an alien. I’m an alien.,neutral
I’ve been so busy planning the wedding that I forgot about all the things that I’d be giving up!,surprise
My drinking?,neutral
"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",sadness
He’s talking to the baby.,neutral
I wanted a big wheel.,neutral
"Oh, I don't know, a million?",anger
What are you screwball?!,disgust
"Exactly. So you didn’t, didn’t mention anything to Issac justly?",fear
You just saved me!,joy
"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",neutral
"That's one way! Me, I- I went for the watch.",neutral
What?!,anger
"But I'll still always come back, like this.",neutral
In-in three minutes.,neutral
"Well, she graduated from high school!",anger
"Hey, don't look at me. This is Ross's thing.",neutral
Really?,surprise
Well okay but I have two tickets to the ballroom dance finals.,neutral
What do you think?,joy
..Dr. Oberman. Okay. And is he-,neutral
"Well, I suppose I could give him a warning.",neutral
"Thanks, see you at the party.",neutral
"Y’know, I was worried, that, you know, they would maybe an unbearable living situation.",neutral
"And if not, we got to do it on a bucket.",neutral
Sit!,anger
"Great! All right, so I’ll call you later.",joy
"Let's get started. Five, six, a-five six seven eight...",neutral
"Oh-oh, you rest.",disgust
What for?,neutral
Oh crap!,joy
"Oh, no-no-no-no. ane Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",disgust
Nothing.,neutral
You wanna smell him?,neutral
You think?,surprise
God!,anger
Chandler.,neutral
Thanks.  Well but this one starts now.,neutral
"Wow! Sorry. So uh, how are the new people?",surprise
What’s-what’s this meaninglessness?,fear
"Yeah, well, you didn't know Chi Chi.",neutral
"But, we're roommates and it's a huge mistake for us to continue down this road.",neutral
"Yeah, huh.",neutral
"I uh, I just fare by because I-I want to talk to you about something.",fear
Ed Begley Jr. is not gay.,neutral
Shrill?! The wedding is back on!,anger
sucks!,disgust
"I say we just break the window, crawl through, and-and y’know explain later.",neutral
"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",neutral
"Umm, I think he’s still out. What’s wrong?",joy
No-no-no! We gotta go! Come on!  Here go we.,fear
"sex, I’m upset—for you. I mean, having Well with an endless line of beautiful women must be very unfulfilling for you.",disgust
Oh! Thank God!,joy
Sure! Why?,surprise
That’s Carol with your son!,surprise
That's,neutral
"And-and to be honest, I-I still have feelings for you.",joy
"You're independent, and you always have been!",neutral
Well do you want some help?,neutral
We hate that cat.,disgust
Because you shouldn’t be with him.  You should be with me.,sadness
Thank you.,neutral
Richard!,joy
grade Of course!!,fear
"Ohhh, oh my God! Oh my God! She knows about us!",surprise
"Oh come on man, you can dance with my partner, she’s real, uh, mellow!",anger
Please tell me you get the message!,fear
", goodbye...",disgust
"Okay, sayonara...",disgust
"Hmm, noodle soup.",neutral
"betting, Monica the apartment, I don’t know about this.",fear
Welcome back to our fall telethon. Now if you've been enjoying the performance of,neutral
"I don’t know, you thought ‘See you Saturday’ was funny.",neutral
"That wig all in disarray, and boobs flung over the night confusedness stand, y'know.",disgust
"No, I don't! Ross, I think I'm just a more secure person than you are.",neutral
"Well, y'know, possibly.  You didn’t tell him that, whilst? Right?",fear
He hooked up! He hooked up with someone.,surprise
Because... I'm Monica Geller. It was my credit card you were using.,neutral
"Yeah! Okay, here you go.",joy
I didn't have to tell you that!! I'm stupider than Jane Rogers!!,anger
"Look, I cannot do this right now, okay, I’ve got a deadline, would you just go home, I’ll talk to you later.",neutral
"Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a",neutral
Aren’t scared you?,fear
"Yeah, I know, it's my birthday. We all should be here.",sadness
"Well, oh, Mark, I’m doing this for the wrong reasons, y'know?",sadness
No you don’t!,anger
"That’s easy for you to say, you weren’t almost just killed.",anger
Why do they keep doing that?,neutral
So you're a chef?,neutral
Sorry.,sadness
"Hmm, Pheebs, some people call that breaking and entering.",fear
"Either you're seeing somebody behind my back, which would make you the biggest jerk on individual the planet.",disgust
"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",anger
"Yeah,  a Pretty Huge",joy
"Th-th-that's all it is, a third nipple.",neutral
Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.,neutral
universe Listen I uh…  It’s a scary world out there especially if you’re a single mom.,fear
That doesn’t lock does it?,neutral
"Look, it’s like I told you, there’s nothing I can do. You signed for it, Monica Velula Geller.",neutral
Thank you. I'm going to rejoin my dinner party.,neutral
"Hi, Julie!",joy
So?,neutral
And as my wife I think you should grant me this favor.,neutral
"Y’know so umm, he’s closed the drapes there so he can have a nice, pleasant conversation with your little sister.",neutral
It made me wacky.,disgust
Are you're hands still wet?,neutral
"Ooh, oh no! I have to go! I have a massage appointment.",sadness
"Oh please, they're having sex.",sadness
No!! You have been screwing us all day!,anger
"Ohh, it’s time to go.",neutral
"Take whatever you want, just please don’t spite me.",fear
No that no could kill her.,fear
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",joy
"Ross, it took you ten years to finally admit you liked me.",neutral
This is hard.,sadness
"Oh, that’s fine! Go with your instincts, go with your instincts.",joy
"Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?",anger
"Oh Mon, I laughed so hard",joy
"Oh no-no, iodin can’t do that.",fear
"Build the unit Cinderelly, lay the tile Cinderelly.",anger
"I could, I could but I don't want to! I want to kiss Joey!",anger
"Eh, I mean, I mena she's not unattractive but hot? I ....",surprise
"Okay, did you see that?! With the inappropriate and pinching!!",disgust
"You bought your sheets at a flea market? Ross come on, you gotta loosen a purse strings the little.",disgust
So you don’t know that’s,neutral
How can she be great if she’s from Poughkeepsie?  That joke would’ve killed in Albany.,anger
"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",joy
"No, no, no, I wouldn’t do you myself, ane mean that would be weird.",disgust
Oh! We could have done that.,neutral
"preceptor’t, don’t just dismiss this so fast.",fear
Wait-wait where are going going? Where are you you?,fear
Nothing!   This is not over!,anger
He may think I’m sick.,neutral
It’s awry.,disgust
I'm..,neutral
"And if it were true, how",neutral
"And I do, I have to make",sadness
Go! Go! break! Go! Go! Go! Go! Go! Go! Go!,fear
Tulsa is Italy—Please don’t me make go  there!,fear
Ahh!,surprise
That word was swans.,neutral
! You can't!,fear
"Well, sure...just a sec, though, 'cause Paolo's on his way over.",neutral
Mm! Seems like I would’ve remembered you!,surprise
Very funny Ross!,joy
Wo-women? You mean like old?,disgust
"Well, they’re just gonna have to wait aren’t they? I’ve only got two hands!!",anger
All that time Monica spent on the phone with sad Linda from camp!,surprise
"I-I really do, I like you a flock.",fear
"I know you probably don’t want to go out with me, y’know because I make too many jokes and I’ve never been in a serious relationship and I guess I’m not technically a ""doctor…""",sadness
You’re the first guest at Hotel Monica!,joy
Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,anger
Why don't we just put 'poor piffling Tooty' out in the hall?,disgust
"Yeah, then you did that.",neutral
Uh-huh.,neutral
"Ohh, how is he?",surprise
"I uh, I just came by because I-I want to you to talk about something.",fear
"ace saw this movie once where there was a door and no one knew what was behind it, and when they finally capture it open millions and zillion and millions of glitch came pouring out and they feasted on human flesh.",disgust
Hey.,neutral
Can I do it to you?,neutral
You roll another hard eight and we get married here tonight.,joy
